Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_HA_Calculated,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD,Carbon_Intensity_tCO2e_per_Cr,Waste_Intensity_MT_per_Cr,HAP_Source,HAP_Confidence,HAP_Zero_Category,HAP_Source_Document,HAP_Notes,Water_Discharge_Source,Water_Discharge_Confidence,Water_Discharge_Zero_Category,Water_Discharge_Source_Document,Water_Discharge_Notes,Water_Recycling_Source,Water_Recycling_Confidence,Water_Recycling_Zero_Category,Water_Recycling_Source_Document,Water_Recycling_Notes,Land_Owned_Source,Land_Owned_Confidence,Land_Owned_Zero_Category,Land_Owned_Source_Document,Land_Owned_Notes,Renewable_Energy_Source,Renewable_Energy_Confidence,Renewable_Energy_Zero_Category,Renewable_Energy_Source_Document,Renewable_Energy_Notes,Total_GHG_Emissions_tCO2e_Source,Total_GHG_Emissions_tCO2e_Confidence,Carbon_Intensity_tCO2e_per_Cr_Source,Carbon_Intensity_tCO2e_per_Cr_Confidence,GHG_Emissions_Normalized_Source,GHG_Emissions_Normalized_Confidence,Water_Stress_Score_Source,Water_Stress_Score_Confidence,Renewable_Energy_GJ_Source,Renewable_Energy_GJ_Confidence,Land_Degraded_HA_Reported_Zero_Category,Land_Restored_ha_Zero_Category,Land_Restoration_Ratio_Zero_Category,Land_Leased_ha_Zero_Category,Renewable_Energy_GJ_Zero_Category,Scope1_GHG_tCO2e_Zero_Category,Scope2_GHG_tCO2e_Zero_Category,Water_Consumption_Normalized_Zero_Category,Water_Intensity_Zero_Category,Waste_Generated_Normalized_Zero_Category,Land_Intensity_Zero_Category,Plastic_Waste_MT_Zero_Category,Waste_Recycled_Pct_Zero_Category,Waste_Generated_MT_Zero_Category,Waste_Intensity_MT_per_Cr_Zero_Category,Total_Land_ha_Zero_Category,Land_Degraded_HA_Calculated_Zero_Category,Water_Consumption_KL_Zero_Category,Waste_Generated_MT_Notes,Plastic_Waste_MT_Notes,Scope3_GHG_tCO2e_Notes,Water_Consumption_KL_Notes,Total_GHG_Emissions_tCO2e_Source_Document,Carbon_Intensity_tCO2e_per_Cr_Source_Document,GHG_Emissions_Normalized_Source_Document,Water_Intensity_Source,Water_Intensity_Confidence,Water_Intensity_Source_Document,Water_Consumption_Normalized_Source,Water_Consumption_Normalized_Confidence,Water_Consumption_Normalized_Source_Document,Waste_Intensity_MT_per_Cr_Source,Waste_Intensity_MT_per_Cr_Confidence,Waste_Intensity_MT_per_Cr_Source_Document,Waste_Generated_Normalized_Source,Waste_Generated_Normalized_Confidence,Waste_Generated_Normalized_Source_Document,Land_Intensity_Source,Land_Intensity_Confidence,Land_Intensity_Source_Document,Water_Stress_Score_Source_Document,NC_Climate_Cr,NC_Water_Cr,NC_Land_Cr,NC_Biodiversity_Cr,NC_Pollution_Cr,TAESC_Cr,NIR,NII_Score,NII_Rank,NII_Sector_Rank,NII_Rating,NII_Percentile
Computer Age Management Services Limited,Information Technology,Hyderabad,Telangana,1422.4932963476651,0.45,0.0009696637386769,0.000396,0.0003067492012264,0.000396,0.0007027492012264,0.5633073453536753,Tier 2,75%,908.5,6089.28,11668.42,86194.8,80.24,0.0,18666.2,13122.170802440029,60594.16956221179,56.40799869217022,,OK,0.0,1.2,1.2,0.27024,0.0,,5.58,0.2251999999999999,0.0,,13.640964455332464,0.0,0.0008435892127443,0.0633382280852768,62.53,5000.0,60594.16956221179,Extremely High (4-5),4.948067374219448,0.0,0.0,98.0,0.8,24.5,0.0005633073453536,13.122170802440028,0.0564079986921702,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Financial Services - BRSR explicitly reports Nil,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,GEMINI_G6.4_91_Renewable_Energy,HIGH,,BRSR FY24,Reported in Essential Indicators table.,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,10.895073186,4.269453099366335,0.0456192,74.1961599643619,0.2573448,89.66365024972824,0.0630327401049586,7.7,119,24,Good,77.0
Concord Biotech Limited,Pharmaceuticals & Healthcare,Pune,Maharashtra,1200.0869,0.42,0.0144770016599194,0.003465,0.0057307640878097,0.003465,0.0091957640878096,4.1583011085,Tier 2,75%,12.51,0.02,5400.0,385410.0,2877.57,0.0,5412.53,4510.115059167799,321151.7432612588,2397.801359218237,0.0,OK,85.0,12.0,97.0,50.925,0.0,,5.2,0.525,0.0,,13.640964455332464,0.0,0.0808274800766511,0.0125303882198999,9640.8,185400.0,321151.7432612588,Extremely High (4-5),4.992918278302652,100.0,0.0,72.0,142.0,1.2,0.003676365,4.510115059167799,2.397801359218237,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,0.43726346000000016,9.622967851382812,7.178,45.938903272535725,4.4016896,67.57882418391854,0.05631160892091943,8.5,77,5,Excellent,85.0
Container Corporation of India Limited,Transportation & Logistics,Ahmedabad,Gujarat,9325.53,0.51,0.065,0.0125,0.0040659879798847,0.0125,0.0165659879798847,116.569125,Tier 2,75%,28950.94,17105.63,45000.0,200891.6,3.84,14.2,91056.57,9764.224660689526,21542.1107433036,0.4117728429376131,,OK,1250.0,3800.0,5050.0,1893.75,0.0,,2.4,0.375,0.0,,101.9533924897166,0.0,0.541524181467434,0.0045301794351203,62250.0,1245000.0,21542.1107433036,Extremely High (4-5),4.466405670786255,10.0,12500.0,78.0,14.5,18.4,0.1019125,9.764224660689528,0.0004117728429376,TIER2_SECTOR_MEDIAN,MEDIUM,,,Imputed using sector median,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,46.2090345,8.62583701142592,353.5,450.8317366994019,0.2066948,859.373303010828,0.09215275732433738,4.8,271,5,Average,48.0
Craftsman Automation Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,3847.9436795,0.55,0.0374641669027132,0.005225,0.0046293623447522,0.005225,0.0098543623447522,20.1055057253875,Tier 2,75%,24522.74,97249.63,54000.0,291011.76,1962.68,79.45,175772.37,45679.55891257737,75627.8636692037,510.059440437296,0.0,OK,185.0,45.0,230.0,120.773,0.0,,21.56,0.5251,0.0,,13.640964455332464,0.0,0.0597721846152088,0.0211858171452175,119796.4,555642.0,75627.8636692037,High (3-4),3.035117807491643,18.5,0.0,92.0,14.2,2.8,0.023256475,45.67955891257737,0.510059440437296,TIER2_SECTOR_MEDIAN_AFTER_GEMINI_NULL,MEDIUM,,,"Gemini found NULL (concentration only, no mass load disclosed in BRSR). Imputed with Chemicals & Fertilizers sector median: 79.45 tonnes.",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,103.23997218,8.534450869030591,20.70184,204.47099876382035,2.2142669,339.1615287128509,0.08814098047217817,5.2,250,69,Average,52.0
CreditAccess Grameen Limited,Financial Services - NBFC,Delhi,Delhi,5756.1445322,0.62,0.0011797441546504,0.000297,0.0001443824271384,0.000297,0.0004413824271384,1.7095749260634,Tier 2,75%,83.12,4725.33,3349894.23,4773.0,0.5,0.0,3354702.68,582803.760613327,0.0,0.0868636979497281,,OK,0.0,15.0,15.0,3.375,0.0,,0.0,0.225,0.0,,101.9533924897166,0.0,0.0026059109384918,0.0054991381616495,0.0,12400.0,0.0,Extremely High (4-5),4.450608464368671,0.0,0.0,95.0,0.6,12.5,0.001504602,582.8037606133271,8.686369794972815e-05,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Financial Services - BRSR explicitly reports Nil,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,GEMINI_32_NAN_EXTRACTION,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Financial Services; 100% grid electricity; 0 GJ from renewables.,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,LEGITIMATE_SERVICE,,,LEGITIMATE_SERVICE,LEGITIMATE_SERVICE,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,,,,,,,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,1427.79223025,0.215049787803885,0.87,297.3497674461278,0.091025,1726.3180724839317,0.2999087432268023,1.4,449,3,Critical,14.0
Crompton Greaves Consumer Electricals Limited,Manufacturing - Consumer Electronics,Bangalore,Karnataka,7655.0459039,0.48,0.0144770016599194,0.003465,0.0009502202648381,0.003465,0.0044152202648381,26.5247340570135,Tier 2,75%,767.69,6595.17,1450000.0,84126.5,1945.7601,0.0,1457362.86,190379.3756817997,10989.679363926512,254.1800695158076,0.0,OK,85.0,15.0,100.0,52.5,0.0,,7.0,0.525,0.0,,5.972208838233445,0.0,0.0130632789476877,0.1166838827272668,14250.0,142500.0,10989.679363926512,Medium-High (2-3),2.097318207306509,14.0,1200.0,82.0,1450.0,112.0,0.025339545,190.3793756817997,0.2541800695158075,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,619.746781,1.8679913611975476,8.2,547.3137943651179,10.329996918,1187.4585636443155,0.1551210245570629,2.7,381,4,Poor,27.0
Cummins India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,10166.204279679,0.52,0.0374641669027132,0.005225,0.0023845002190221,0.005225,0.007609500219022,53.11841736132277,Tier 2,75%,7541.0,18548.0,1245000.0,177917.0,6716.42,24.2,1271089.0,125030.8340292504,17500.82873660471,660.661522749971,0.0,OK,185.0,45.0,230.0,120.773,5.0,MSA_PROXY_HIGH,24.5,0.5251,4.139998178400801,0.5034782608695652,101.9533924897166,0.0,0.0226239797738219,0.0089739526255904,133672.0,545600.0,17500.82873660471,Extremely High (4-5),4.554619306850499,52.0,0.0,95.0,124.0,14.5,0.04268825,125.0308340292504,0.660661522749971,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,Sum of PM and NOx,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,525.3950164,6.055185293424691,20.50184,476.03978427850825,7.774951,1035.766776971933,0.1018833330983034,4.2,302,88,Average,42.0
Cyient Limited,Information Technology,Kolkata,West Bengal,2461.4478952,0.58,0.0009696637386769,0.000396,7.869105476879838e-05,0.000396,0.0004746910547687,0.9747333664992,Tier 2,75%,1117.0,10630.0,8900.0,81961.0,200.58,0.0,20647.0,8388.152371725248,33297.88136479745,81.48862317627986,0.0,OK,22.0,15.0,37.0,8.3324,0.0,,12.5,0.2251999999999999,0.0,,13.640964455332464,0.0,0.0150318030587414,0.0121545158478139,7793.8,62351.0,33297.88136479745,Extremely High (4-5),4.992918278302652,45.0,0.0,92.0,1.2,45.8,0.002830212,8.388152371725248,0.0814886231762798,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,12.257011559999999,3.1719402856805456,1.406592,124.41582040054182,0.5432264,141.79459064622236,0.05760617192942901,8.3,87,19,Excellent,83.0
DCM Shriram Limited,Chemicals & Fertilizers,Pune,Maharashtra,12370.1018717,0.42,0.0374641669027132,0.005225,0.0013845094675881,0.005225,0.0066095094675881,64.6337822796325,Tier 2,75%,3250234.0,189123.0,3490395.0,14713879.95,766582.58,1250.0,6929752.0,560201.692101963,1189471.2026310822,61970.59554972363,0.0,OK,1450.0,115.0,1565.0,821.7815,45.0,,15.0,0.5251,5.475908133731411,,13.640964455332464,0.0,0.1265147220477114,0.0176928450866287,1875000.0,12500000.0,1189471.2026310822,Extremely High (4-5),4.704085603036913,22.5,2410752.0,98.0,145.0,4.2,0.0593821249999999,560.201692101963,61.970595549723626,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),GEMINI_QUICK_EXTRACTION,HIGH,,BRSR FY24,Kilolitres; combined discharge from chemical/sugar operations,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,4043.496325,618.1504570935226,139.06252,499.4287260767844,782.7311316,6082.869159770307,0.49173961725299437,1.0,470,145,Critical,10.0
DIVIS LABORATORIES LIMITED,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,9550.2918639,0.51,0.0144770016599194,0.003465,0.0009411435113523,0.003465,0.0044061435113523,33.0917613084135,Tier 2,75%,339941.0,357810.0,896952.0,2795303.0,165436.9,12.4,1594703.0,166979.5041581881,292692.939633208,17322.706191352085,0.0,OK,1150.0,45.0,1195.0,627.375,0.0,,15.0,0.525,0.0,,524.8536299149223,0.0,0.1251270659608935,0.0019016698623185,375000.0,2500000.0,292692.939633208,Extremely High (4-5),5.0,38.0,0.0,85.5,412.0,12.5,0.027182925,166.9795041581881,17.322706191352086,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,901.61795,113.2097715,88.43,411.3847137336235,191.5733705,1706.2158057336235,0.17865588089334744,2.4,397,52,Poor,24.0
