Company_Name,Registered_Office_Address,Corporate_Office_Address,Primary_Address
Rail Vikas Nigam Limited,"1st Floor, August Kranti Bhawan, Bhikaji Cama Place, R.K. Puram, New Delhi-110066","1st Floor, August Kranti Bhawan, Bhikaji Cama Place, R.K. Puram, New Delhi-110066","1st Floor, August Kranti Bhawan, Bhikaji Cama Place, R.K. Puram, New Delhi-110066"
RAJESH EXPORTS LIMITED,"4, Batavia Chambers, Kumara Krupa Road, Kumara Park East, Bangalore - 560001","1, Brunton Road, Off M. G. Road, Bangalore - 560025","1, Brunton Road, Off M. G. Road, Bangalore - 560025"
Ramkrishna Forgings Limited,"23, Circus Avenue, 9th Floor, Kolkata – 700017","23, Circus Avenue, 9th Floor, Kolkata – 700017","23, Circus Avenue, 9th Floor, Kolkata – 700017"
RateGain Travel Technologies Limited,"M-140, Greater Kailash, Part-II, New Delhi - 110048","4th Floor, Tower A, Club 125, Plot No. 3,4,5, Sector – 125, Noida – 201301","4th Floor, Tower A, Club 125, Plot No. 3,4,5, Sector – 125, Noida – 201301"
Ratnamani Metals  Tubes Limited,"17, Rajmugat Society, Naranpura Cross Roads, Ahmedabad - 380013, Gujarat, India","""The First"", A&B Wing, 9th Floor, Behind Keshav Baug Party Plot, The First Avenue Road, Off 132 Feet Ring Road, Vastrapur, Ahmedabad - 380015, Gujarat, India","""The First"", A&B Wing, 9th Floor, Behind Keshav Baug Party Plot, The First Avenue Road, Off 132 Feet Ring Road, Vastrapur, Ahmedabad - 380015, Gujarat, India"
RATTANINDIA ENTERPRISES LIMITED,"H No. 51, Village Hauz Kahs, New Delhi-110017","5th Floor, Tower- B, Worldmark 1, Aerocity, New Delhi-110037","5th Floor, Tower- B, Worldmark 1, Aerocity, New Delhi-110037"
Raymond Limited,"Plot No. 156/H No. 2, Village Zadgaon, Ratnagiri, Maharashtra - 415612 India","New Hind House, Narottam Morarjee Marg, Ballard Estate, Mumbai – 400 001, Maharashtra, India","New Hind House, Narottam Morarjee Marg, Ballard Estate, Mumbai – 400 001, Maharashtra, India"
RBL Bank Limited,"1st Lane, Shahupuri, Kolhapur 416 001, Maharashtra, India","One World Center, Tower 2B, 6th Floor, 841 Senapati Bapat Marg, Lower Parel (W), Mumbai - 400 013,  Maharashtra, India","One World Center, Tower 2B, 6th Floor, 841 Senapati Bapat Marg, Lower Parel (W), Mumbai - 400 013,  Maharashtra, India"
REC Limited,"Core 4, SCOPE Complex, 7, Lodhi Road, New Delhi-110003","REC World Headquarters, Plot no. I-4, Sector 29, Gurugram-122001","REC World Headquarters, Plot no. I-4, Sector 29, Gurugram-122001"
Redington Limited,"Block 3, Plathin,Redington Tower, Inner Ring Road, Saraswathy Nagar West, 4TH Street, Puzhuthivakkam,Chennai,Tamilnadu, India,600091","Block 3, Plathin,Redington Tower, Inner Ring Road, Saraswathy Nagar West, 4TH Street, Puzhuthivakkam,Chennai,Tamilnadu, India,600091","Block 3, Plathin,Redington Tower, Inner Ring Road, Saraswathy Nagar West, 4TH Street, Puzhuthivakkam,Chennai,Tamilnadu, India,600091"
Redtape Limited,"Plot No. 08, Sector -90, Gautam Buddha Nagar- 201301, Noida, Uttar Pradesh","Plot No. 08, Sector -90, Gautam Buddha Nagar- 201301, Noida, Uttar Pradesh","Plot No. 08, Sector -90, Gautam Buddha Nagar- 201301, Noida, Uttar Pradesh"
Relaxo Footwears Limited,"Aggarwal City Square, Plot No.-10, Manglam Place, District Centre, Sector-3, Rohini, Delhi- 110085","Aggarwal City Square, Plot No.-10, Manglam Place, District Centre, Sector-3, Rohini, Delhi- 110085","Aggarwal City Square, Plot No.-10, Manglam Place, District Centre, Sector-3, Rohini, Delhi- 110085"
Reliance Industries Limited,"3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai - 400 021.","3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai - 400 021.","3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai - 400 021."
Reliance Infrastructure Limited,"Reliance Centre, Ground Floor, 19, Walchand Hirachand Marg, Ballard Estate, Mumbai 400001.","Reliance Centre, Ground Floor, 19, Walchand Hirachand Marg, Ballard Estate, Mumbai 400001.","Reliance Centre, Ground Floor, 19, Walchand Hirachand Marg, Ballard Estate, Mumbai 400001."
RELIANCE POWER LIMITED,"Reliance Centre, Ground Floor, 19, Walchand Hirachand Marg, Ballard Estate, Mumbai, 400001","Reliance Centre, Ground Floor, 19, Walchand Hirachand Marg, Ballard Estate, Mumbai, 400001","Reliance Centre, Ground Floor, 19, Walchand Hirachand Marg, Ballard Estate, Mumbai, 400001"
Responsive Industries Limited,"Betegaon, Mahagaon Road, Boisar East Taluka Palghar, Dist.","Betegaon, Mahagaon Road, Boisar East Taluka Palghar, Dist.","Betegaon, Mahagaon Road, Boisar East Taluka Palghar, Dist."
RHI Magnesita India Ltd,"Unit No. 705, 7th Floor, Lodha Supremus, Kanjurmarg Village Road, Kanjurmarg (East), Mumbai - 400042, Maharashtra, India","19th & 20th Floor, DLF Square, M-Block, Phase-II, Jacaranda Marg, DLF City, Sector-25, Gurugram - 122002, Haryana, India","19th & 20th Floor, DLF Square, M-Block, Phase-II, Jacaranda Marg, DLF City, Sector-25, Gurugram - 122002, Haryana, India"
RITES Limited,"SCOPE Minar, Laxmi Nagar, Delhi – 110092","Shikhar, Plot No. 01, Sector-29, Gurugram-122001, Haryana","Shikhar, Plot No. 01, Sector-29, Gurugram-122001, Haryana"
Route Mobile Limited,"SanRaj Corporate Park - 4th Dimension, 3rd Floor, Mind Space, Malad (West), Mumbai 400064,
Maharashtra, India","SanRaj Corporate Park - 4th Dimension, 3rd Floor, Mind Space, Malad (West), Mumbai 400064, Maharashtra, India","SanRaj Corporate Park - 4th Dimension, 3rd Floor, Mind Space, Malad (West), Mumbai 400064, Maharashtra, India"
R R Kabel Limited,"Ram Ratna House, Victoria Mill Compound, Pandurang Budhkar Marg, Worli, Mumbai 400 013, Maharashtra, India","Alembic Business Park (West), Ground Floor, Bhailal Amin Marg, Gorwa, Vadodara 390 003, Gujarat, India","Alembic Business Park (West), Ground Floor, Bhailal Amin Marg, Gorwa, Vadodara 390 003, Gujarat, India"
Safari Industries India Limited,"302-303, A wing, The Qube, CTS No. 1498, A/2, M.V. Road, Marol, Andheri (East), Mumbai, Maharashtra – 400059","302-303, A wing, The Qube, CTS No. 1498, A/2, M.V. Road, Marol, Andheri (East), Mumbai, Maharashtra – 400059","302-303, A wing, The Qube, CTS No. 1498, A/2, M.V. Road, Marol, Andheri (East), Mumbai, Maharashtra – 400059"
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,"Unit 705, C Wing, ONE BKC, G Block, Bandra Kurla Complex, Bandra East, Mumbai City, Mumbai, Maharashtra, India, 400051","MOTHERSON CORPORATE TOWER, PLOT NO.1, SECTOR 127, NOIDA, Uttar Pradesh, India, 201301","MOTHERSON CORPORATE TOWER, PLOT NO.1, SECTOR 127, NOIDA, Uttar Pradesh, India, 201301"
Sandur Manganese  Iron Ores Limited,"‘SATYALAYA’, Door No. 266 (Old No. 80), Ward No. 1, Behind Taluka Office, Sandur - 583 119, Ballari District, Karnataka","Sandur House, No 9, Bellary Road, Sadashiva Nagar, Bengaluru - 560 080, Karnataka.","Sandur House, No 9, Bellary Road, Sadashiva Nagar, Bengaluru - 560 080, Karnataka."
Sanofi India Limited,"Sanofi House, CTS No. 117-B, L&T Business Park,Saki Vihar Road, Powai, Mumbai – 400072","Sanofi House, CTS No. 117-B, L&T Business Park,Saki Vihar Road, Powai, Mumbai – 400072","Sanofi House, CTS No. 117-B, L&T Business Park,Saki Vihar Road, Powai, Mumbai – 400072"
SAPPHIRE FOODS INDIA LIMITED,"702, Prism Tower, A Wing, Mindspace, Link Road, Goregaon (West), Mumbai, MH-400062, INDIA","702, Prism Tower, A Wing, Mindspace, Link Road, Goregaon (West), Mumbai, MH-400062, INDIA","702, Prism Tower, A Wing, Mindspace, Link Road, Goregaon (West), Mumbai, MH-400062, INDIA"
SARDA ENERGY  MINERALS LIMITED,"73/A, Central Avenue, Nagpur (MH) 440018","Sarda Energy & Minerals Limited
Industrial Growth Centre, 
Siltara, Raipur (Chhattisgarh) – 493111","Sarda Energy & Minerals Limited
Industrial Growth Centre, 
Siltara, Raipur (Chhattisgarh) – 493111"
SAREGAMA India Limited,"33, Jessore Road, Dum Dum, Kolkata - 700028, West Bengal, India","2nd Floor, Spencer Building, 30, Forjett Street, Grant Road (W), Mumbai – 400 036
Phone: (022) 6688 6200","2nd Floor, Spencer Building, 30, Forjett Street, Grant Road (W), Mumbai – 400 036
Phone: (022) 6688 6200"
SBFC Finance Limited,"Unit No 103 1st Floor C&B Square Sangam Complex Andheri Kurla Road Village Chakala
Andheri East Mumbai 400059","Unit No 103 1st Floor C&B Square Sangam Complex Andheri Kurla Road Village Chakala
Andheri East Mumbai 400059","Unit No 103 1st Floor C&B Square Sangam Complex Andheri Kurla Road Village Chakala
Andheri East Mumbai 400059"
SBI Cards and Payment Services Limited,"Unit 401 & 402, 4th Floor, Aggarwal Millennium Tower E-1,2,3, Netaji Subhash Place, Wazirpur, New Delhi 110 034, India","2nd Floor, Tower-B, Infinity Towers, DLF Cyber City, Block 2
Building 3, DLF Phase 2, Gurugram, Haryana 122 002, India","2nd Floor, Tower-B, Infinity Towers, DLF Cyber City, Block 2
Building 3, DLF Phase 2, Gurugram, Haryana 122 002, India"
SBI Life Insurance Company Limited,"Natraj, M. V. Road, Western Express Highway
Junction, Andheri (East), Mumbai – 400 069","Natraj, M. V. Road, Western Express Highway
Junction, Andheri (East), Mumbai – 400 069","Natraj, M. V. Road, Western Express Highway
Junction, Andheri (East), Mumbai – 400 069"
Schaeffler India Limited,"15th Floor, ASTP (Amar Sadanand Tech Park), Baner, 
Pune, Maharashtra, India, 411045","15th Floor, ASTP (Amar Sadanand Tech Park), Baner, 
Pune, Maharashtra, India, 411045","15th Floor, ASTP (Amar Sadanand Tech Park), Baner, 
Pune, Maharashtra, India, 411045"
Schneider Electric Infrastructure Limited,Milestone 87 Vadodara Halol Highway Village Kotambi Post Office Jarod Vadodara Gujarat 391 510,"9th Floor Tower C DLF Building No. 10 DLF Cyber City,Phase II Gurugram 122002 Haryana","9th Floor Tower C DLF Building No. 10 DLF Cyber City,Phase II Gurugram 122002 Haryana"
Sheela Foam Limited,"1002 To 1006 The Avenue, International Airport Road, Opp Hotel Leela
Sahar, Marol Naka, Mumbai, Maharashtra, India, 400059","14, Sector 135, Noida, U.P-201301","14, Sector 135, Noida, U.P-201301"
SHIPPING CORPORATION OF INDIA LIMITED,"SHIPPING HOUSE, 245 MADAME CAMA ROAD MUMBAI MAHARASHTRA – 400021",SAME AS ABOVE,SAME AS ABOVE
Shoppers Stop Limited,"Umang Tower, 5th Floor, Mindspace, Off. Link Road, Malad (West), Mumbai - 400 064.","Umang Tower, 5th Floor, Mindspace, Off. Link Road, 
Malad (West), Mumbai - 400 064.","Umang Tower, 5th Floor, Mindspace, Off. Link Road, 
Malad (West), Mumbai - 400 064."
Shree Renuka Sugars Limited,"2nd and 3rd Floor, Kanakashree Arcade, CTS No.10634, JNMC Road, Nehru Nagar, Belagavi –590010, Karnataka","7th  Floor, Devchand House, Shiv Sagar Estate, Dr. Annie Besant Road, Worli, Mumbai, Maharashtra –400 018","7th  Floor, Devchand House, Shiv Sagar Estate, Dr. Annie Besant Road, Worli, Mumbai, Maharashtra –400 018"
Shriram Finance Limited,"Sri Towers, Plot No. 14A, South Phase, Industrial Estate, Guindy, Chennai, Tamil Nadu- 600 032","Wockhardt Towers, Level-3, West Wing, C-2, G Block, Bandra-Kurla Complex, Bandra (East), 
Mumbai, Maharashtra - 400 051","Wockhardt Towers, Level-3, West Wing, C-2, G Block, Bandra-Kurla Complex, Bandra (East), 
Mumbai, Maharashtra - 400 051"
Shyam Metalics and Energy Limited,"“P-19, (Plate No.: D-403), Taratala Road, CPT Colony, Kolkata,
West Bengal 700088”","“P-19, (Plate No.: D-403), Taratala Road, CPT Colony, Kolkata,
West Bengal 700088”","“P-19, (Plate No.: D-403), Taratala Road, CPT Colony, Kolkata,
West Bengal 700088”"
Siemens Limited,"Birla Aurora, Level 21, Plot No.1080, Dr. Annie Besant Road, Worli, Mumbai - 400030","Birla Aurora, Level 21, Plot No.1080, Dr. Annie Besant Road, Worli, Mumbai - 400030","Birla Aurora, Level 21, Plot No.1080, Dr. Annie Besant Road, Worli, Mumbai - 400030"
Signatureglobal India Limited,"13th Floor, Dr. Gopal Das Bhawan, 28 Barakhamba Road, Connaught Place, Delhi - 110001","Unit No.101, Ground Floor, Tower-A, Signature Tower South City-1, Gurugram, Harayana-122001","Unit No.101, Ground Floor, Tower-A, Signature Tower South City-1, Gurugram, Harayana-122001"
SJVN Limited,"SJVN, Corporate Office Complex, Shanan Shimla - 171006, Himachal Pradesh","SJVN, Corporate Office Complex, Shanan Shimla - 171006, Himachal Pradesh","SJVN, Corporate Office Complex, Shanan Shimla - 171006, Himachal Pradesh"
SKF INDIA LIMITED,"Chinchwad, Pune 411 033, Maharashtra","Chinchwad, Pune 411 033, Maharashtra","Chinchwad, Pune 411 033, Maharashtra"
Sobha Limited,"Sobha, Sarjapur – Marathahalli Outer Ring  Road (ORR), Devarabisanahalli, Bellandur Post, Bangalore – 560 103","Sobha, Sarjapur – Marathahalli Outer Ring  Road (ORR), Devarabisanahalli, Bellandur Post, Bangalore – 560 103","Sobha, Sarjapur – Marathahalli Outer Ring  Road (ORR), Devarabisanahalli, Bellandur Post, Bangalore – 560 103"
Solar Industries India Limited,"“Solar” House,14, Kachimet, Amravati Road, Nagpur – 440023","“Solar” House,14, Kachimet, Amravati Road, Nagpur – 440023","“Solar” House,14, Kachimet, Amravati Road, Nagpur – 440023"
Sonata Software Limited,"Sonata Software Limited No. 208, T V Industrial Estate, 2nd Floor, S K Ahire Marg, Worli, Mumbai, Maharashtra 400 030, India","Sonata Towers, Global village, RVCE Post Mysore Road, RV Niketan, Bangalore, Bangalore South, Karnataka, India, 560059","Sonata Towers, Global village, RVCE Post Mysore Road, RV Niketan, Bangalore, Bangalore South, Karnataka, India, 560059"
Sona BLW Precision Forgings Limited,"Sona Enclave, Village Begumpur Khatola, Sector 35 Gurgaon,
Haryana 122004.","Sona Enclave, Village Begumpur Khatola, Sector 35 Gurgaon,
Haryana 122004","Sona Enclave, Village Begumpur Khatola, Sector 35 Gurgaon,
Haryana 122004"
SRF LIMITED,"The Galleria, DLF Mayur Vihar, Unit No. 236 & 237,
Second Floor, Mayur Place, Noida Link Road, Mayur Vihar
Phase I Extn, Delhi - 110 091","Block - C, Sector - 45, Gurugram, Haryana,
India - 122 003","Block - C, Sector - 45, Gurugram, Haryana,
India - 122 003"
Star Cement Limited,"Vill: Lumshnong, P.O. Khaliehriat, Dist. East Jaintia Hills, Meghalaya-793 210","Star Cement Limited, ‘Century House’, 2nd floor, P-15/1, Taratala Main Road, CPT Colony, Kolkata-700 088, West Bengal","Star Cement Limited, ‘Century House’, 2nd floor, P-15/1, Taratala Main Road, CPT Colony, Kolkata-700 088, West Bengal"
Star Health and Allied Insurance Company Limited,"No.1, New Tank Street, Valluvarkottam High Road, Nungambakkam Chennai TN 600034 India","Acropolis "", No. 148, Dr Radha Krishnan Salai, Chennai, Tamil Nadu 600004, India","Acropolis "", No. 148, Dr Radha Krishnan Salai, Chennai, Tamil Nadu 600004, India"
STATE BANK OF INDIA,"State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India","State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India","State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India"
Steel Authority of India Limited,"Ispat Bhawan, Lodhi Road, New Delhi – 110003","Ispat Bhawan, Lodhi Road, New Delhi – 110003","Ispat Bhawan, Lodhi Road, New Delhi – 110003"
Sterling and Wilson Renewable Energy Limited,"Universal Majestic, 9th Floor, P. L. Lokhande Marg, Chembur (W), Mumbai – 400 043","Universal Majestic, 13th Floor, P. L. Lokhande Marg, Chembur (W), Mumbai – 400
043","Universal Majestic, 13th Floor, P. L. Lokhande Marg, Chembur (W), Mumbai – 400
043"
SUMITOMO CHEMICAL INDIA LIMITED,"Bldg. No.1,GF,Shant Manor Co-op Housing Society Limited Chakravarti Ashok ‘X’ Road, Kandivli (E) Mumbai - 400101","13&14, Aradhana Industrial Development Corporation Near Virwani Industrial Estate, Goregaon (East), Mumbai 400063","13&14, Aradhana Industrial Development Corporation Near Virwani Industrial Estate, Goregaon (East), Mumbai 400063"
SUNDARAM FINANCE LIMITED,"21 PATULLOS ROAD, CHENNAI, Chennai, CHENNAI, Tamil Nadu, India, 600002","21 PATULLOS ROAD, CHENNAI, Chennai, CHENNAI, Tamil Nadu, India, 600002","21 PATULLOS ROAD, CHENNAI, Chennai, CHENNAI, Tamil Nadu, India, 600002"
Sundram Fasteners Limited,"No.98-A,VII Floor, Dr.Radhakrishnan Salai, Mylapore,Chennai 600 004","No.98-A,VII Floor, Dr.Radhakrishnan Salai, Mylapore,Chennai 600 004","No.98-A,VII Floor, Dr.Radhakrishnan Salai, Mylapore,Chennai 600 004"
Sun Pharmaceutical Industries Limited,"SPARC, Tandalja, Vadodara - 390012, Gujarat","Sun House, CTS No. 201 B/1, Western Express Highway, Goregaon (E), Mumbai 400063, Maharashtra, India","Sun House, CTS No. 201 B/1, Western Express Highway, Goregaon (E), Mumbai 400063, Maharashtra, India"
Sun Pharma Advanced Research Company Limited,"Plot No. 5&6/1, Savli G.I.D.C. Estate, Savli – Vadodara Highway, Manjusar - 391775, Vadodara, Gujarat, India","17/B, Mahal Industrial Estate, Off Mahakali Caves Road, Andheri (East), Mumbai - 400 093, Maharashtra","17/B, Mahal Industrial Estate, Off Mahakali Caves Road, Andheri (East), Mumbai - 400 093, Maharashtra"
Sun TV Network Limited,"Murasoli Maran Towers, 73, MRC Nagar Main Road, MRC Nagar, Chennai, Tamil Nadu 600028 India","Murasoli Maran Towers, 73, MRC Nagar Main Road, MRC Nagar, Chennai, Tamil Nadu 600028 India","Murasoli Maran Towers, 73, MRC Nagar Main Road, MRC Nagar, Chennai, Tamil Nadu 600028 India"
Supreme Industries Limited,"612, Raheja Chambers, Nariman Point, Mumbai-400021
Tele: 022-62570000, 62570025
Email: investor@supreme.co.in","1161 & 1162 Solitaire Corporate Park,
167, Guru Hargovindji Marg, Andheri Ghatkopar Link Road, Andheri (E), Mumbai 400093
Tele: 022-4043 0000 Fax: 022-4043 0099
Website: http://www.supreme.co.in
Email: supreme@supreme.co.in","1161 & 1162 Solitaire Corporate Park,
167, Guru Hargovindji Marg, Andheri Ghatkopar Link Road, Andheri (E), Mumbai 400093
Tele: 022-4043 0000 Fax: 022-4043 0099
Website: http://www.supreme.co.in
Email: supreme@supreme.co.in"
SUPREME PETROCHEM LIMITED,"BUILDING NO. 11, 5TH FLOOR, 167, GURU HARGOVINJI MARG, CHAKALA, ANDHERI EAST, MUMBAI 400093","BUILDING NO. 11, 5TH FLOOR, 167, GURU HARGOVINJI MARG, CHAKALA, ANDHERI EAST, MUMBAI 400093","BUILDING NO. 11, 5TH FLOOR, 167, GURU HARGOVINJI MARG, CHAKALA, ANDHERI EAST, MUMBAI 400093"
SUZLON ENERGY LIMITED,"“Suzlon”, 5, Shrimali Society, Near Shri Krishna Complex, Navrangpura, Ahmedabad-380009","Suzlon Energy Ltd, One Earth, Hadapsar, Pune - 411028, Maharashtra, India","Suzlon Energy Ltd, One Earth, Hadapsar, Pune - 411028, Maharashtra, India"
Syngene International Limited,"Syngene International Limited 
Biocon SEZ, Biocon Park, Plot No. 2 & 3, 
Bommasandra Industrial Area IV Phase, 
Jigani Link Rd, Bommasandra Bengaluru- 560099, Karnataka, India","Syngene International Limited
‘The Hub', Tower 8A, 360 Degree Business Park, 
Doddathoguru, Electronic City, Phase 1, 
Bengaluru, Karnataka 560100","Syngene International Limited
‘The Hub', Tower 8A, 360 Degree Business Park, 
Doddathoguru, Electronic City, Phase 1, 
Bengaluru, Karnataka 560100"
Syrma SGS Technology Limited,"Unit No. 601, 6th Floor, Floral Deck Plaza, MIDC Andheri (East), Mumbai, Maharashtra, India - 400093","Plot No B 27, Phase II, Zone B, MEPZ-SEZ, Tambaram, Chennai, Tamil Nadu, India - 600045","Plot No B 27, Phase II, Zone B, MEPZ-SEZ, Tambaram, Chennai, Tamil Nadu, India - 600045"
Tamilnad Mercantile Bank Limited,"57 V.E. Road, Tuticorin- 628002","57 V.E. Road, Tuticorin- 628002","57 V.E. Road, Tuticorin- 628002"
Tanla Platforms Limited,"Tanla Technology Centre, Hitech City Road, Madhapur, Hyderabad, Telangana, India, 500081","Tanla Technology Centre, Hitech City Road, Madhapur, Hyderabad, Telangana, India, 500081","Tanla Technology Centre, Hitech City Road, Madhapur, Hyderabad, Telangana, India, 500081"
TATA CHEMICALS LIMITED,"BOMBAY HOUSE 24 HOMI MODI ST FORT, MUMBAI, Maharashtra, India, 400001","BOMBAY HOUSE 24 HOMI MODI ST FORT, MUMBAI, Maharashtra, India, 400001","BOMBAY HOUSE 24 HOMI MODI ST FORT, MUMBAI, Maharashtra, India, 400001"
TATA COMMUNICATIONS LIMITED,"VSB, Mahatma Gandhi Road, Fort, Mumbai - 400001","Tata Communications Limited, Tower C, Plot No. C-21 & C-36, G Block, Bandra Kurla Complex, Mumbai – 400 098","Tata Communications Limited, Tower C, Plot No. C-21 & C-36, G Block, Bandra Kurla Complex, Mumbai – 400 098"
Tata Consultancy Services Limited,"9th Floor, Nirmal Building, Nariman Point, Mumbai 400 021, Maharashtra, India","TCS House, Raveline Street, Fort, Mumbai 400 001, Maharashtra, India","TCS House, Raveline Street, Fort, Mumbai 400 001, Maharashtra, India"
Tata Consumer Products Limited,"1, Bishop Lefroy Road, Kolkata - 700020","11/13, Botawala Building,1st Floor, Office # 2-6 
Horniman Circle, Fort, Mumbai- 400 001","11/13, Botawala Building,1st Floor, Office # 2-6 
Horniman Circle, Fort, Mumbai- 400 001"
Tata Elxsi Limited,"ITPB Road, Whitefield, Bengaluru – 560 048, India","ITPB Road, Whitefield, Bengaluru – 560 048, India","ITPB Road, Whitefield, Bengaluru – 560 048, India"
Tata Investment Corporation Limited,"Elphinstone Building, 10 Veer Nariman Road, Mumbai - 400001","Elphinstone Building, 10 Veer Nariman Road, Mumbai - 400001","Elphinstone Building, 10 Veer Nariman Road, Mumbai - 400001"
Tata Motors Limited,"Bombay House, 24, Homi Mody Street, Mumbai 400001, Maharashtra, India.","Bombay House, 24, Homi Mody Street, Mumbai 400001, Maharashtra, India.","Bombay House, 24, Homi Mody Street, Mumbai 400001, Maharashtra, India."
Tata Steel Limited,"Bombay House, 24, Homi Mody Street, Fort, Mumbai – 400001","Bombay House, 24, Homi Mody Street, Fort, Mumbai – 400001","Bombay House, 24, Homi Mody Street, Fort, Mumbai – 400001"
Tata Technologies Limited,"Plot No 25, Rajiv Gandhi Infotech Park, Hinjawadi, Pune, 411057","Plot No 25, Rajiv Gandhi Infotech Park, Hinjawadi, Pune, 411057","Plot No 25, Rajiv Gandhi Infotech Park, Hinjawadi, Pune, 411057"
Tata Teleservices Maharashtra Limited,"D-26, TTC Industrial Area, MIDC Sanpada P.O., Turbhe, Navi 
Mumbai - 400 703",Same as above,Same as above
TBO Tek Limited,"E-78 South Extension Part- I, New Delhi-110049","Plot No. 728, Udyog Vihar Phase- V Gurgaon - 122016","Plot No. 728, Udyog Vihar Phase- V Gurgaon - 122016"
Techno Electric  Engineering Company Limited,"C-218, Ground Floor (GR-2), Sector 63, Noida – Gautam Buddha Nagar, 201307, Uttar Pradesh","1B, Park Plaza, South Block, 71, Park Street, Kolkata - 700016","1B, Park Plaza, South Block, 71, Park Street, Kolkata - 700016"
Tech Mahindra Limited,"Gateway Building, Apollo Bunder, Mumbai – 400 001. Tel: +91 22-6897 5500","Plot No 01, Rajiv Gandhi Infotech Park, Phase III, Hinjewadi, MIDC, SEZ, Pune Maharashtra, 411057, Tel: +91 20-4225 0000","Plot No 01, Rajiv Gandhi Infotech Park, Phase III, Hinjewadi, MIDC, SEZ, Pune Maharashtra, 411057, Tel: +91 20-4225 0000"
TEGA INDUSTRIES LIMITED,"Godrej Waterside, Tower-II, Office No.807, 8th Floor, Block DP - 5, Salt Lake Sector V,  Bidhannagar, Kolkata - 700091, West Bengal, India","Godrej Waterside, Tower-II, Office No.807, 8th Floor, Block DP - 5, Salt Lake Sector V,  Bidhannagar, Kolkata - 700091, West Bengal, India","Godrej Waterside, Tower-II, Office No.807, 8th Floor, Block DP - 5, Salt Lake Sector V,  Bidhannagar, Kolkata - 700091, West Bengal, India"
Tejas Networks Limited,"J P Software Park, Plot No 25, Sy. No 13, 14, 17, 18 Konnapana Agrahara Village, Begur Hobli, Bengaluru - 560100, Karnataka.","J P Software Park, Plot No 25, Sy. No 13, 14, 17, 18 Konnapana Agrahara Village, Begur Hobli, Bengaluru - 560100, Karnataka.","J P Software Park, Plot No 25, Sy. No 13, 14, 17, 18 Konnapana Agrahara Village, Begur Hobli, Bengaluru - 560100, Karnataka."
Thermax Limited,"D-13, MIDC, Industrial Area, R. D. Aga Road, Chinchwad, Pune 411019","Thermax House 14, Mumbai-Pune Road, Wakdewadi, Pune 411003, Maharashtra, India","Thermax House 14, Mumbai-Pune Road, Wakdewadi, Pune 411003, Maharashtra, India"
THE NEW INDIA ASSURANCE COMPANY LIMITED,"NEW INDIA ASSURANCE BLDG87 M G ROAD FORT, MUMBAI, Maharashtra, India, 400001","NEW INDIA ASSURANCE BLDG87 M G ROAD FORT, MUMBAI, Maharashtra, India, 400001","NEW INDIA ASSURANCE BLDG87 M G ROAD FORT, MUMBAI, Maharashtra, India, 400001"
THE PHOENIX MILLS LIMITED,"462 Senapati Bapat Marg, Lower Parel, Mumbai - 400013,
Maharashtra","Shree Laxmi Woolen Mills Estate, 2nd floor, R.R. Hosiery, Off Dr. E Moses Road, Mahalaxmi, Mumbai- 400011, Maharashtra
Off Dr. E Moses Road, Mahalaxmi, Mumbai - 400011,
Maharashtra","Shree Laxmi Woolen Mills Estate, 2nd floor, R.R. Hosiery, Off Dr. E Moses Road, Mahalaxmi, Mumbai- 400011, Maharashtra
Off Dr. E Moses Road, Mahalaxmi, Mumbai - 400011,
Maharashtra"
The Ramco Cements Limited,"“Ramamandiram”, Rajapalayam – 626 117","“Auras Corporate Centre”, 5th floor, No:98-A, Dr. Radhakrishnan Road, Mylapore, Chennai - 600 004","“Auras Corporate Centre”, 5th floor, No:98-A, Dr. Radhakrishnan Road, Mylapore, Chennai - 600 004"
Thomas Cook  India  Limited,"11th Floor, Marathon FutureX, N.M. Joshi Marg, Lower Parel, Mumbai 400 013","11th Floor, Marathon FutureX, N.M. Joshi Marg, Lower Parel, Mumbai 400 013","11th Floor, Marathon FutureX, N.M. Joshi Marg, Lower Parel, Mumbai 400 013"
Timken India Limited,"39-42 Electronic City, Phse II Hosur Road, Bangalore, Karnataka, India, 560100","39-42 Electronic City, Phse II Hosur Road, Bangalore, Karnataka, India, 560100","39-42 Electronic City, Phse II Hosur Road, Bangalore, Karnataka, India, 560100"
TITAGARH RAIL SYSTEMS LIMITED,"Poddar Point, 10th floor, 113 Park Street, Kolkata 700016","Titagarh Towers, 756 Anandpur, E.M Bypass, Kolkata 700107","Titagarh Towers, 756 Anandpur, E.M Bypass, Kolkata 700107"
