Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source
RateGain Travel Technologies Limited,2,Corporate Office,"4th Floor, Tower A, Club 125, Plot No. 3,4,5, Sector – 125, Noida – 201301",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Ratnamani Metals  Tubes Limited,1,Registered Office,"17, Rajmugat Society, Naranpura Cross Roads, Ahmedabad - 380013, Gujarat, India",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice
Ratnamani Metals  Tubes Limited,2,Corporate Office,"""The First"", A&B Wing, 9th Floor, Behind Keshav Baug Party Plot, The First Avenue Road, Off 132 Feet Ring Road, Vastrapur, Ahmedabad - 380015, Gujarat, India",Ahmedabad,Gujarat,India,XBRL_CorporateOffice
RATTANINDIA ENTERPRISES LIMITED,1,Registered Office,"H No. 51, Village Hauz Kahs, New Delhi-110017",Delhi,Delhi,India,XBRL_RegisteredOffice
RATTANINDIA ENTERPRISES LIMITED,2,Corporate Office,"5th Floor, Tower- B, Worldmark 1, Aerocity, New Delhi-110037",Delhi,Delhi,India,XBRL_CorporateOffice
Raymond Limited,1,Registered Office,"Plot No. 156/H No. 2, Village Zadgaon, Ratnagiri, Maharashtra - 415612 India",,Maharashtra,India,XBRL_RegisteredOffice
Raymond Limited,2,Corporate Office,"New Hind House, Narottam Morarjee Marg, Ballard Estate, Mumbai – 400 001, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
RBL Bank Limited,1,Registered Office,"1st Lane, Shahupuri, Kolhapur 416 001, Maharashtra, India",Kolhapur,Maharashtra,India,XBRL_RegisteredOffice
RBL Bank Limited,2,Corporate Office,"One World Center, Tower 2B, 6th Floor, 841 Senapati Bapat Marg, Lower Parel (W), Mumbai - 400 013,  Maharashtra, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
REC Limited,1,Registered Office,"Core 4, SCOPE Complex, 7, Lodhi Road, New Delhi-110003",Delhi,Delhi,India,XBRL_RegisteredOffice
REC Limited,2,Corporate Office,"REC World Headquarters, Plot no. I-4, Sector 29, Gurugram-122001",Gurugram,Haryana,India,XBRL_CorporateOffice
Redington Limited,1,Registered Office,"Block 3, Plathin,Redington Tower, Inner Ring Road, Saraswathy Nagar West, 4TH Street, Puzhuthivakkam,Chennai,Tamilnadu, India,600091",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
Redtape Limited,1,Registered Office,"Plot No. 08, Sector -90, Gautam Buddha Nagar- 201301, Noida, Uttar Pradesh",Noida,Uttar Pradesh,India,XBRL_RegisteredOffice
Relaxo Footwears Limited,1,Registered Office,"Aggarwal City Square, Plot No.-10, Manglam Place, District Centre, Sector-3, Rohini, Delhi- 110085",Delhi,Delhi,India,XBRL_RegisteredOffice
Reliance Industries Limited,1,Registered Office,"3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai - 400 021.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Reliance Industries Limited,2,Facility,Andhra Pradesh,,Andhra Pradesh,India,XBRL_TextExtraction
Reliance Infrastructure Limited,1,Registered Office,"Reliance Centre, Ground Floor, 19, Walchand Hirachand Marg, Ballard Estate, Mumbai 400001.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
RELIANCE POWER LIMITED,1,Registered Office,"Reliance Centre, Ground Floor, 19, Walchand Hirachand Marg, Ballard Estate, Mumbai, 400001",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Responsive Industries Limited,1,Registered Office,"Betegaon, Mahagaon Road, Boisar East Taluka Palghar, Dist.",,,India,XBRL_RegisteredOffice
RHI Magnesita India Ltd,1,Registered Office,"Unit No. 705, 7th Floor, Lodha Supremus, Kanjurmarg Village Road, Kanjurmarg (East), Mumbai - 400042, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
RHI Magnesita India Ltd,2,Corporate Office,"19th & 20th Floor, DLF Square, M-Block, Phase-II, Jacaranda Marg, DLF City, Sector-25, Gurugram - 122002, Haryana, India",Gurugram,Haryana,India,XBRL_CorporateOffice
RHI Magnesita India Ltd,3,Plant,"Bhiwadi, Dist. - Alwar, Rajasthan",,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
RITES Limited,1,Registered Office,"SCOPE Minar, Laxmi Nagar, Delhi – 110092",Delhi,Delhi,India,XBRL_RegisteredOffice
RITES Limited,2,Corporate Office,"Shikhar, Plot No. 01, Sector-29, Gurugram-122001, Haryana",Gurugram,Haryana,India,XBRL_CorporateOffice
Route Mobile Limited,1,Registered Office,"SanRaj Corporate Park - 4th Dimension, 3rd Floor, Mind Space, Malad (West), Mumbai 400064,
Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Route Mobile Limited,2,Corporate Office,"SanRaj Corporate Park - 4th Dimension, 3rd Floor, Mind Space, Malad (West), Mumbai 400064, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Route Mobile Limited,3,Plant,"During the reporting period, we did not have any facility/ plant operations in any water stressed areas ('WSA') in terms of Atal Bhujal Yojana ('ABY'). ABY is a groundwater management scheme (Central Sector Scheme, for sustainable /management of ground water resources with community participation) in India under Ministry of Jal Shakti, Govt. of India.",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
R R Kabel Limited,1,Registered Office,"Ram Ratna House, Victoria Mill Compound, Pandurang Budhkar Marg, Worli, Mumbai 400 013, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
R R Kabel Limited,2,Corporate Office,"Alembic Business Park (West), Ground Floor, Bhailal Amin Marg, Gorwa, Vadodara 390 003, Gujarat, India",Vadodara,Gujarat,India,XBRL_CorporateOffice
Safari Industries India Limited,1,Registered Office,"302-303, A wing, The Qube, CTS No. 1498, A/2, M.V. Road, Marol, Andheri (East), Mumbai, Maharashtra – 400059",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,1,Registered Office,"Unit 705, C Wing, ONE BKC, G Block, Bandra Kurla Complex, Bandra East, Mumbai City, Mumbai, Maharashtra, India, 400051",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,2,Corporate Office,"MOTHERSON CORPORATE TOWER, PLOT NO.1, SECTOR 127, NOIDA, Uttar Pradesh, India, 201301",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,3,Plant,Noida; Indore; Bangalore; Tapukara; Anathapur; Bechraji; Kandla; Karnataka; Dhorka; Manesar; Haryana; Jigani; Palani,Noida,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,4,Plant,Bechraji; Pune; Ranjangaon; Mandal,Pune,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress2
Sandur Manganese  Iron Ores Limited,1,Registered Office,"‘SATYALAYA’, Door No. 266 (Old No. 80), Ward No. 1, Behind Taluka Office, Sandur - 583 119, Ballari District, Karnataka",,Karnataka,India,XBRL_RegisteredOffice
Sandur Manganese  Iron Ores Limited,2,Corporate Office,"Sandur House, No 9, Bellary Road, Sadashiva Nagar, Bengaluru - 560 080, Karnataka.",Bengaluru,Karnataka,India,XBRL_CorporateOffice
Sandur Manganese  Iron Ores Limited,3,Plant,Ballari and Vijayanagara districts of Karnataka,,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Sanofi India Limited,1,Registered Office,"Sanofi House, CTS No. 117-B, L&T Business Park,Saki Vihar Road, Powai, Mumbai – 400072",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
SAPPHIRE FOODS INDIA LIMITED,1,Registered Office,"702, Prism Tower, A Wing, Mindspace, Link Road, Goregaon (West), Mumbai, MH-400062, INDIA",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
SARDA ENERGY  MINERALS LIMITED,1,Registered Office,"73/A, Central Avenue, Nagpur (MH) 440018",Nagpur,Maharashtra,India,XBRL_RegisteredOffice
SARDA ENERGY  MINERALS LIMITED,2,Corporate Office,"Sarda Energy & Minerals Limited
Industrial Growth Centre, 
Siltara, Raipur (Chhattisgarh) – 493111",Raipur,Chhattisgarh,India,XBRL_CorporateOffice
SARDA ENERGY  MINERALS LIMITED,3,Facility,Raipur are ISO,Raipur,,India,XBRL_TextExtraction
SARDA ENERGY  MINERALS LIMITED,4,Facility,Raipur has been assessed for Health,Raipur,,India,XBRL_TextExtraction
SAREGAMA India Limited,1,Registered Office,"33, Jessore Road, Dum Dum, Kolkata - 700028, West Bengal, India",Kolkata,West Bengal,India,XBRL_RegisteredOffice
SAREGAMA India Limited,2,Corporate Office,"2nd Floor, Spencer Building, 30, Forjett Street, Grant Road (W), Mumbai – 400 036
Phone: (022) 6688 6200",Mumbai,Maharashtra,India,XBRL_CorporateOffice
SAREGAMA India Limited,3,Plant,Chennai and Mumbai,Chennai,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
SBFC Finance Limited,1,Registered Office,"Unit No 103 1st Floor C&B Square Sangam Complex Andheri Kurla Road Village Chakala
Andheri East Mumbai 400059",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
SBI Cards and Payment Services Limited,1,Registered Office,"Unit 401 & 402, 4th Floor, Aggarwal Millennium Tower E-1,2,3, Netaji Subhash Place, Wazirpur, New Delhi 110 034, India",Delhi,Delhi,India,XBRL_RegisteredOffice
SBI Cards and Payment Services Limited,2,Corporate Office,"2nd Floor, Tower-B, Infinity Towers, DLF Cyber City, Block 2
Building 3, DLF Phase 2, Gurugram, Haryana 122 002, India",Gurugram,Haryana,India,XBRL_CorporateOffice
SBI Life Insurance Company Limited,1,Registered Office,"Natraj, M. V. Road, Western Express Highway
Junction, Andheri (East), Mumbai – 400 069",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Schaeffler India Limited,1,Registered Office,"15th Floor, ASTP (Amar Sadanand Tech Park), Baner, 
Pune, Maharashtra, India, 411045",Pune,Maharashtra,India,XBRL_RegisteredOffice
Schneider Electric Infrastructure Limited,1,Registered Office,Milestone 87 Vadodara Halol Highway Village Kotambi Post Office Jarod Vadodara Gujarat 391 510,Vadodara,Gujarat,India,XBRL_RegisteredOffice
Schneider Electric Infrastructure Limited,2,Corporate Office,"9th Floor Tower C DLF Building No. 10 DLF Cyber City,Phase II Gurugram 122002 Haryana",Gurugram,Haryana,India,XBRL_CorporateOffice
Schneider Electric Infrastructure Limited,3,Facility,Kolkata was having an effluent treatment plant to treat the process wastewater and an initiative has been taken to install the ZLDP,Kolkata,West Bengal,India,XBRL_TextExtraction
Sheela Foam Limited,1,Registered Office,"1002 To 1006 The Avenue, International Airport Road, Opp Hotel Leela
Sahar, Marol Naka, Mumbai, Maharashtra, India, 400059",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Sheela Foam Limited,2,Corporate Office,"14, Sector 135, Noida, U.P-201301",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Sheela Foam Limited,3,Plant,"Greater Noida, Hyderabad and Erode",Noida,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
SHIPPING CORPORATION OF INDIA LIMITED,1,Registered Office,"SHIPPING HOUSE, 245 MADAME CAMA ROAD MUMBAI MAHARASHTRA – 400021",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
SHIPPING CORPORATION OF INDIA LIMITED,2,Corporate Office,SAME AS ABOVE,,,India,XBRL_CorporateOffice
Shoppers Stop Limited,1,Registered Office,"Umang Tower, 5th Floor, Mindspace, Off. Link Road, Malad (West), Mumbai - 400 064.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Shoppers Stop Limited,2,Corporate Office,"Umang Tower, 5th Floor, Mindspace, Off. Link Road, 
Malad (West), Mumbai - 400 064.",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Shree Renuka Sugars Limited,1,Registered Office,"2nd and 3rd Floor, Kanakashree Arcade, CTS No.10634, JNMC Road, Nehru Nagar, Belagavi –590010, Karnataka",,Karnataka,India,XBRL_RegisteredOffice
Shree Renuka Sugars Limited,2,Corporate Office,"7th  Floor, Devchand House, Shiv Sagar Estate, Dr. Annie Besant Road, Worli, Mumbai, Maharashtra –400 018",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Shriram Finance Limited,1,Registered Office,"Sri Towers, Plot No. 14A, South Phase, Industrial Estate, Guindy, Chennai, Tamil Nadu- 600 032",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
Shriram Finance Limited,2,Corporate Office,"Wockhardt Towers, Level-3, West Wing, C-2, G Block, Bandra-Kurla Complex, Bandra (East), 
Mumbai, Maharashtra - 400 051",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Shyam Metalics and Energy Limited,1,Registered Office,"“P-19, (Plate No.: D-403), Taratala Road, CPT Colony, Kolkata,
West Bengal 700088”",Kolkata,West Bengal,India,XBRL_RegisteredOffice
Shyam Metalics and Energy Limited,2,Plant,"Jamuria, Mangalpur, Pakuria, Sambalpur, Kharagpur, Pithampur (Unit I & II)",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Siemens Limited,1,Registered Office,"Birla Aurora, Level 21, Plot No.1080, Dr. Annie Besant Road, Worli, Mumbai - 400030",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Siemens Limited,2,Plant,Puducherry and Gurugram,Gurugram,Puducherry,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Siemens Limited,3,Facility,Goa,,Goa,India,XBRL_TextExtraction
Signatureglobal India Limited,1,Registered Office,"13th Floor, Dr. Gopal Das Bhawan, 28 Barakhamba Road, Connaught Place, Delhi - 110001",Delhi,Delhi,India,XBRL_RegisteredOffice
Signatureglobal India Limited,2,Corporate Office,"Unit No.101, Ground Floor, Tower-A, Signature Tower South City-1, Gurugram, Harayana-122001",Gurugram,Haryana,India,XBRL_CorporateOffice
Signatureglobal India Limited,3,Plant,Gurugram and Ghaziabad,Gurugram,Haryana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
SJVN Limited,1,Registered Office,"SJVN, Corporate Office Complex, Shanan Shimla - 171006, Himachal Pradesh",,Himachal Pradesh,India,XBRL_RegisteredOffice
SKF INDIA LIMITED,1,Registered Office,"Chinchwad, Pune 411 033, Maharashtra",Pune,Maharashtra,India,XBRL_RegisteredOffice
Sobha Limited,1,Registered Office,"Sobha, Sarjapur – Marathahalli Outer Ring  Road (ORR), Devarabisanahalli, Bellandur Post, Bangalore – 560 103",Bangalore,Karnataka,India,XBRL_RegisteredOffice
Solar Industries India Limited,1,Registered Office,"“Solar” House,14, Kachimet, Amravati Road, Nagpur – 440023",Amravati,,India,XBRL_RegisteredOffice
Sonata Software Limited,1,Registered Office,"Sonata Software Limited No. 208, T V Industrial Estate, 2nd Floor, S K Ahire Marg, Worli, Mumbai, Maharashtra 400 030, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Sonata Software Limited,2,Corporate Office,"Sonata Towers, Global village, RVCE Post Mysore Road, RV Niketan, Bangalore, Bangalore South, Karnataka, India, 560059",Mysore,Karnataka,India,XBRL_CorporateOffice
Sona BLW Precision Forgings Limited,1,Registered Office,"Sona Enclave, Village Begumpur Khatola, Sector 35 Gurgaon,
Haryana 122004.",Gurgaon,Haryana,India,XBRL_RegisteredOffice
Sona BLW Precision Forgings Limited,2,Corporate Office,"Sona Enclave, Village Begumpur Khatola, Sector 35 Gurgaon,
Haryana 122004",Gurgaon,Haryana,India,XBRL_CorporateOffice
SRF LIMITED,1,Registered Office,"The Galleria, DLF Mayur Vihar, Unit No. 236 & 237,
Second Floor, Mayur Place, Noida Link Road, Mayur Vihar
Phase I Extn, Delhi - 110 091",Noida,Delhi,India,XBRL_RegisteredOffice
SRF LIMITED,2,Corporate Office,"Block - C, Sector - 45, Gurugram, Haryana,
India - 122 003",Gurugram,Haryana,India,XBRL_CorporateOffice
Star Cement Limited,1,Registered Office,"Vill: Lumshnong, P.O. Khaliehriat, Dist. East Jaintia Hills, Meghalaya-793 210",,Meghalaya,India,XBRL_RegisteredOffice
Star Cement Limited,2,Corporate Office,"Star Cement Limited, ‘Century House’, 2nd floor, P-15/1, Taratala Main Road, CPT Colony, Kolkata-700 088, West Bengal",Kolkata,West Bengal,India,XBRL_CorporateOffice
Star Health and Allied Insurance Company Limited,1,Registered Office,"No.1, New Tank Street, Valluvarkottam High Road, Nungambakkam Chennai TN 600034 India",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
Star Health and Allied Insurance Company Limited,2,Corporate Office,"Acropolis "", No. 148, Dr Radha Krishnan Salai, Chennai, Tamil Nadu 600004, India",Chennai,Tamil Nadu,India,XBRL_CorporateOffice
STATE BANK OF INDIA,1,Registered Office,"State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Steel Authority of India Limited,1,Registered Office,"Ispat Bhawan, Lodhi Road, New Delhi – 110003",Delhi,Delhi,India,XBRL_RegisteredOffice
Sterling and Wilson Renewable Energy Limited,1,Registered Office,"Universal Majestic, 9th Floor, P. L. Lokhande Marg, Chembur (W), Mumbai – 400 043",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Sterling and Wilson Renewable Energy Limited,2,Corporate Office,"Universal Majestic, 13th Floor, P. L. Lokhande Marg, Chembur (W), Mumbai – 400
043",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Sterling and Wilson Renewable Energy Limited,3,Plant,"Bikaner, Barmer, Kutch",Bikaner,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
SUMITOMO CHEMICAL INDIA LIMITED,1,Registered Office,"Bldg. No.1,GF,Shant Manor Co-op Housing Society Limited Chakravarti Ashok ‘X’ Road, Kandivli (E) Mumbai - 400101",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
SUMITOMO CHEMICAL INDIA LIMITED,2,Corporate Office,"13&14, Aradhana Industrial Development Corporation Near Virwani Industrial Estate, Goregaon (East), Mumbai 400063",Mumbai,Maharashtra,India,XBRL_CorporateOffice
SUMITOMO CHEMICAL INDIA LIMITED,3,Plant,"Bhavnagar, Gajod, Tarapur, Vapi and Silvassa",Bhavnagar,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
SUNDARAM FINANCE LIMITED,1,Registered Office,"21 PATULLOS ROAD, CHENNAI, Chennai, CHENNAI, Tamil Nadu, India, 600002",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
SUNDARAM FINANCE LIMITED,2,Facility,Chennai and now with chapters in other locations as well,Chennai,Tamil Nadu,India,XBRL_TextExtraction
Sundram Fasteners Limited,1,Registered Office,"No.98-A,VII Floor, Dr.Radhakrishnan Salai, Mylapore,Chennai 600 004",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
Sun Pharmaceutical Industries Limited,1,Registered Office,"SPARC, Tandalja, Vadodara - 390012, Gujarat",Vadodara,Gujarat,India,XBRL_RegisteredOffice
Sun Pharmaceutical Industries Limited,2,Corporate Office,"Sun House, CTS No. 201 B/1, Western Express Highway, Goregaon (E), Mumbai 400063, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Sun Pharmaceutical Industries Limited,3,Plant,"FY 2024-25 Bengaluru, Dadra, Dewas, Gurugram, Vadodara.     
FY 2023-24 Dadra, Mohali, Silvassa, Toansa, Gurugram",Bengaluru,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Sun Pharma Advanced Research Company Limited,1,Registered Office,"Plot No. 5&6/1, Savli G.I.D.C. Estate, Savli – Vadodara Highway, Manjusar - 391775, Vadodara, Gujarat, India",Vadodara,Gujarat,India,XBRL_RegisteredOffice
Sun Pharma Advanced Research Company Limited,2,Corporate Office,"17/B, Mahal Industrial Estate, Off Mahakali Caves Road, Andheri (East), Mumbai - 400 093, Maharashtra",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Sun TV Network Limited,1,Registered Office,"Murasoli Maran Towers, 73, MRC Nagar Main Road, MRC Nagar, Chennai, Tamil Nadu 600028 India",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
Supreme Industries Limited,1,Registered Office,"612, Raheja Chambers, Nariman Point, Mumbai-400021
Tele: 022-62570000, 62570025
Email: investor@supreme.co.in",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Supreme Industries Limited,2,Corporate Office,"1161 & 1162 Solitaire Corporate Park,
167, Guru Hargovindji Marg, Andheri Ghatkopar Link Road, Andheri (E), Mumbai 400093
Tele: 022-4043 0000 Fax: 022-4043 0099
Website: http://www.supreme.co.in
Email: supreme@supreme.co.in",Mumbai,Maharashtra,India,XBRL_CorporateOffice
SUPREME PETROCHEM LIMITED,1,Registered Office,"BUILDING NO. 11, 5TH FLOOR, 167, GURU HARGOVINJI MARG, CHAKALA, ANDHERI EAST, MUMBAI 400093",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
SUZLON ENERGY LIMITED,1,Registered Office,"“Suzlon”, 5, Shrimali Society, Near Shri Krishna Complex, Navrangpura, Ahmedabad-380009",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice
SUZLON ENERGY LIMITED,2,Corporate Office,"Suzlon Energy Ltd, One Earth, Hadapsar, Pune - 411028, Maharashtra, India",Pune,Maharashtra,India,XBRL_CorporateOffice
SUZLON ENERGY LIMITED,3,Plant,Manufacturing sites in Bhuj & Jaisalmer and Maintenance Operations in Kutch & Rajasthan,,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Syngene International Limited,1,Registered Office,"Syngene International Limited 
Biocon SEZ, Biocon Park, Plot No. 2 & 3, 
Bommasandra Industrial Area IV Phase, 
Jigani Link Rd, Bommasandra Bengaluru- 560099, Karnataka, India",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
Syngene International Limited,2,Corporate Office,"Syngene International Limited
‘The Hub', Tower 8A, 360 Degree Business Park, 
Doddathoguru, Electronic City, Phase 1, 
Bengaluru, Karnataka 560100",Bengaluru,Karnataka,India,XBRL_CorporateOffice
Syrma SGS Technology Limited,1,Registered Office,"Unit No. 601, 6th Floor, Floral Deck Plaza, MIDC Andheri (East), Mumbai, Maharashtra, India - 400093",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Syrma SGS Technology Limited,2,Corporate Office,"Plot No B 27, Phase II, Zone B, MEPZ-SEZ, Tambaram, Chennai, Tamil Nadu, India - 600045",Chennai,Tamil Nadu,India,XBRL_CorporateOffice
Syrma SGS Technology Limited,3,Plant,"Chennai, Gurugram,
Bengaluru, Baddi,
Bawal, Bargur",Chennai,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Tamilnad Mercantile Bank Limited,1,Registered Office,"57 V.E. Road, Tuticorin- 628002",,,India,XBRL_RegisteredOffice
Tanla Platforms Limited,1,Registered Office,"Tanla Technology Centre, Hitech City Road, Madhapur, Hyderabad, Telangana, India, 500081",Hyderabad,Telangana,India,XBRL_RegisteredOffice
TATA CHEMICALS LIMITED,1,Registered Office,"BOMBAY HOUSE 24 HOMI MODI ST FORT, MUMBAI, Maharashtra, India, 400001",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
TATA CHEMICALS LIMITED,2,Plant,"Mithapur, Ankleshwar & Dahej in Gujarat, Akola in Maharashtra, Cuddalore in Tamil Nadu, Mambattu and GP Palli in Andhra Pradesh, Kokkonda in Telangana
(Source: World Resources Institute)",Ankleshwar,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
TATA COMMUNICATIONS LIMITED,1,Registered Office,"VSB, Mahatma Gandhi Road, Fort, Mumbai - 400001",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
TATA COMMUNICATIONS LIMITED,2,Corporate Office,"Tata Communications Limited, Tower C, Plot No. C-21 & C-36, G Block, Bandra Kurla Complex, Mumbai – 400 098",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Tata Consultancy Services Limited,1,Registered Office,"9th Floor, Nirmal Building, Nariman Point, Mumbai 400 021, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Tata Consultancy Services Limited,2,Corporate Office,"TCS House, Raveline Street, Fort, Mumbai 400 001, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Tata Consultancy Services Limited,3,Plant,"In FY 2025, there are 23 stress zones* identified as per the classification by the Central Ground Water Board for India locations and the World Resources Institute (WRI Aqueduct Tool for non- India geographies, 49 TCS offices are located under water stressed zones. List of the 23 stress zones is as below: Ambattur (1 TCS location) Vadodara (1 TCS location) Bengaluru (North) (1 TCS location) Velachery (1 TCS Location) Bisrakh (4 TCS locations) Japan (2 TCS locations) Gurugram (4 TCS locations) US (2 TCS locations) Karol Bagh (1 TCS location) China (1 TCS Location) Serilingampally (5 TCS locations) Philippines (3 TCS locations) Varanasi (1 TCS location) UK (1 TCS location) Anekal (1 TCS location) Chile (2 TCS locations) Bengaluru (East) (8 TCS locations) Mexico (4 TCS locations) Gandhinagar (2 TCS locations) Uruguay (1 TCS location) Indore (1 TCS location) Saudi Arabia (1 TCS Location) Lucknow (1 TCS location)",Vadodara,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Tata Consumer Products Limited,1,Registered Office,"1, Bishop Lefroy Road, Kolkata - 700020",Kolkata,West Bengal,India,XBRL_RegisteredOffice
Tata Consumer Products Limited,2,Corporate Office,"11/13, Botawala Building,1st Floor, Office # 2-6 
Horniman Circle, Fort, Mumbai- 400 001",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Tata Elxsi Limited,1,Registered Office,"ITPB Road, Whitefield, Bengaluru – 560 048, India",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
Tata Investment Corporation Limited,1,Registered Office,"Elphinstone Building, 10 Veer Nariman Road, Mumbai - 400001",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Tata Motors Limited,1,Registered Office,"Bombay House, 24, Homi Mody Street, Mumbai 400001, Maharashtra, India.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Tata Steel Limited,1,Registered Office,"Bombay House, 24, Homi Mody Street, Fort, Mumbai – 400001",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Tata Steel Limited,2,Plant,"Tata Steel’s facilities at Jamshedpur, Kalinganagar, Meramandali, Gamharia,
West Bokaro, Jharia, Noamundi, Katamati, Joda, Thailand, Canada",Jamshedpur,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Tata Steel Limited,3,Facility,Punjab,,Punjab,India,XBRL_TextExtraction
Tata Technologies Limited,1,Registered Office,"Plot No 25, Rajiv Gandhi Infotech Park, Hinjawadi, Pune, 411057",Pune,Maharashtra,India,XBRL_RegisteredOffice
Tata Technologies Limited,2,Plant,"Bangalore, Thane, Chennai",Bangalore,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Tata Teleservices Maharashtra Limited,1,Registered Office,"D-26, TTC Industrial Area, MIDC Sanpada P.O., Turbhe, Navi 
Mumbai - 400 703",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Tata Teleservices Maharashtra Limited,2,Corporate Office,Same as above,,,India,XBRL_CorporateOffice
TBO Tek Limited,1,Registered Office,"E-78 South Extension Part- I, New Delhi-110049",Delhi,Delhi,India,XBRL_RegisteredOffice
