Variant_Name,Master_DB_Name,Source,Match_Confidence,Notes
Mrs. Bectors Food Specialities,Mrs. Bectors Food Specialities,G2.1_Land_BRSR,HIGH,Exact characters per V2
Muthoot Finance,MUTHOOT FINANCE LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Muthoot Microfin,Muthoot Microfin Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
NAVA LIMITED,NAVA LIMITED,G2.1_Land_BRSR,HIGH,Exact V2 CAPS match
NBCC (India) Limited,NBCC India Limited,G2.1_Land_BRSR,HIGH,Mapping to exact V2 (no brackets)
NCC Limited,NCC LIMITED,G2.1_Land_BRSR,HIGH,Case correction to V2 CAPS
NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB TECHNOLOGIES INDIA LIMITED,G2.1_Land_BRSR,HIGH,Exact case alignment with V2 CAPS
NMDC Steel Limited,NMDC Steel Limited,G2.1_Land_BRSR,HIGH,Exact match
NUVAMA WEALTH MANAGEMENT LIMITED,NUVAMA WEALTH MANAGEMENT LIMITED,G2.1_Land_BRSR,HIGH,Exact characters per V2
Narayana Hrudayalaya Ltd,Narayana Hrudayalaya Ltd,G2.1_Land_BRSR,HIGH,Exact match per V2
Narayana Hrudayalaya Ltd.,Narayana Hrudayalaya Ltd.,G2.1_Land_BRSR,HIGH,Exact match per V2
Navin Fluorine International Limited,Navin Fluorine International Limited,G2.1_Land_BRSR,HIGH,Exact match
Navkar Corporation,Navkar Corporation,C3.1_Renewable,HIGH,Exact V2 match (Shorthand)
Nazara Technologies,Nazara Technologies,C3.1_Renewable,HIGH,Exact V2 match (Shorthand)
Neuland Laboratories Limited,Neuland Laboratories Limited,G2.1_Land_BRSR,HIGH,Exact match
Newgen Software Tech,Newgen Software Technologies Limited,G2.1_Land_BRSR,HIGH,Core name match
Newgen Software Technologies Limited,Newgen Software Technologies Limited,G2.1_Land_BRSR,HIGH,Exact match
Nippon Life India Asset Management Limited,Nippon Life India Asset Management Limited,G2.1_Land_BRSR,HIGH,Exact match
North East SFB,North East Small Finance Bank Limited,G2.1_Land_BRSR,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Nuvoco Vistas Corporation,Nuvoco Vistas Corporation Limited,G2.1_Land_BRSR,HIGH,Suffix missing
Nuvoco Vistas Corporation Limited,Nuvoco Vistas Corporation Limited,G2.1_Land_BRSR,HIGH,Exact match
Nykaa (FSN E-Commerce),FSN E-Commerce Ventures Limited (Nykaa),G2.1_Land_BRSR,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Olectra Greentech Limited,Olectra Greentech Limited,G2.1_Land_BRSR,HIGH,Exact match
One 97 (Paytm),One 97 Communications Limited,G2.1_Land_BRSR,HIGH,Mapping to exact V2 name
One 97 Communications Limited,One 97 Communications Limited,G2.1_Land_BRSR,HIGH,Exact match
Oracle Financial Services,Oracle Financial Services Software Limited,G2.1_Land_BRSR,HIGH,Core name match
Oracle Financial Services Software Limited,Oracle Financial Services Software Limited,G2.1_Land_BRSR,HIGH,Exact match
Orient Paper & Industries,Orient Paper & Industries,G2.1_Land_BRSR,HIGH,"Exact V2 match (No ""Limited"")"
P&G Hygiene,Procter  Gamble Health Limited,G2.1_Land_BRSR,HIGH,Mapping to V2 double space entry
Patanjali Foods Limited,PATANJALI FOODS LIMITED,G2.1_Land_BRSR,HIGH,Case correction to V2 CAPS
PI Industries Limited,PI INDUSTRIES LIMITED,G2.1_Land_BRSR,HIGH,Case correction to V2 CAPS
Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,G2.1_Land_BRSR,HIGH,Exact match
SAPPHIRE FOODS INDIA,SAPPHIRE FOODS INDIA LIMITED,G2.1_Land_BRSR,HIGH,Exact match sans suffix
SUMITOMO CHEMICAL INDIA,SUMITOMO CHEMICAL INDIA LIMITED,G2.1_Land_BRSR,HIGH,Core name match
Sapphire Foods,SAPPHIRE FOODS INDIA LIMITED,G2.1_Land_BRSR,HIGH,Core name match
Saregama India Ltd,SAREGAMA India Limited,G2.1_Land_BRSR,HIGH,Standard abbreviation
TATA CONSULTANCY SERVICES LIMITED,Tata Consultancy Services Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 Title Case
TATA CONSUMER PRODUCTS LIMITED,Tata Consumer Products Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 Title Case
TATA ELXSI LIMITED,Tata Elxsi Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 Title Case
TATA INVESTMENT CORPORATION LIMITED,Tata Investment Corporation Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 Title Case
TATA MOTORS LIMITED,Tata Motors Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 Title Case
TATA POWER COMPANY LIMITED,Tata Power,G2.1_Land_BRSR,HIGH,Mapping to exact short V2 name
TATA STEEL LIMITED,Tata Steel Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 Title Case
TATA TECHNOLOGIES LIMITED,Tata Technologies Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 Title Case
TATA TELESERVICES MAHARASHTRA LIMITED,Tata Teleservices Maharashtra Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 Title Case
TECH MAHINDRA LIMITED,Tech Mahindra Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 Title Case
TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,Techno Electric  Engineering Company Limited,G2.1_Land_BRSR,HIGH,Fixed V2 CAPS and double-space
TEJAS NETWORKS LIMITED,Tejas Networks Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 Title Case
Thangamayil Jewellery,Thangamayil Jewellery,G2.1_Land_BRSR,HIGH,"Exact match per V2 (No ""Limited"")"
UTI Asset Management Company Limited,UTI Asset Management Company Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Ujjivan Small Finance Bank Limited,Ujjivan Small Finance Bank Limited,G2.1_Land_BRSR,HIGH,Exact match per V2
Unity Small Finance Bank,Unity Small Finance Bank,G2.1_Land_BRSR,HIGH,Exact characters per V2
Utkarsh Small Finance Bank,Utkarsh Small Finance Bank,G2.1_Land_BRSR,HIGH,Exact match per V2
V-Guard Industries Limited,V-GUARD INDUSTRIES LIMITED,G2.1_Land_BRSR,HIGH,Case correction to V2 CAPS
VA Tech Wabag,VA Tech Wabag,G2.1_Land_BRSR,HIGH,"Exact V2 match (No ""Limited"")"
VALOR ESTATE LIMITED,VALOR ESTATE LIMITED,G2.1_Land_BRSR,HIGH,Exact match per V2
VIP INDUSTRIES LIMITED,VIP INDUSTRIES LIMITED,G2.1_Land_BRSR,HIGH,Exact match per V2
Varroc Engineering Limited,Varroc Engineering Limited,G2.1_Land_BRSR,HIGH,Exact match per V2
Varun Beverages (PepsiCo franchise),Varun Beverages (PepsiCo franchise),G2.1_Land_BRSR,HIGH,Exact match per V2
Vodafone Idea Limited,Vodafone Idea Limited,G2.1_Land_BRSR,HIGH,Exact match per V2
Voltamp Transformers Limited,Voltamp Transformers Limited,G2.1_Land_BRSR,HIGH,Exact match per V2
Welspun Enterprises,Welspun Enterprises,G2.1_Land_BRSR,HIGH,Exact match (V2 Short form)
Welspun Living Limited (formerly Welspun India),Welspun Living Limited (formerly Welspun India),G2.1_Land_BRSR,HIGH,Exact match per V2
West Coast Paper Mills Limited,West Coast Paper Mills Limited,G2.1_Land_BRSR,HIGH,Exact match per V2
Westlife Foodworld,Westlife Foodworld,G2.1_Land_BRSR,HIGH,"Exact V2 match (No ""Limited"")"
Yes Bank Limited,YES Bank Limited,G2.1_Land_BRSR,HIGH,Case correction to V2 (Mixed)
ZF Commercial Vehicle Control Systems India Limited,ZF Commercial Vehicle Control Systems India Limited,G2.1_Land_BRSR,HIGH,Exact match per V2
Zee Entertainment Enterprises,Zee Entertainment Enterprises Limited,G2.1_Land_BRSR,HIGH,Core name match
Zee Entertainment Enterprises Limited,Zee Entertainment Enterprises Limited,G2.1_Land_BRSR,HIGH,Exact match per V2
Zensar Technologies,ZENSAR TECHNOLOGIES LIMITED,G2.1_Land_BRSR,HIGH,Case correction to V2 CAPS
Zomato Limited,Zomato Limited,G2.1_Land_BRSR,HIGH,Exact match per V2
Zydus Lifesciences Limited,Zydus Lifesciences Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Zydus Wellness Limited,Zydus Wellness Limited,G2.1_Land_BRSR,HIGH,Exact match
AB Sun Life AMC,Aditya Birla Sun Life AMC Limited,C3.2_Water_Quality,HIGH,Mapping to exact V2 name
ABFRL,Aditya Birla Fashion and Retail Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
AESL,Adani Energy Solutions Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
AM/NS India,Essar Steel India (AM/NS India),C3.2_Water_Quality,HIGH,Exact match per V2
AIS,Asahi India Glass Limited,C3.2_Water_Quality,HIGH,Corporate abbreviation
ATGL,Adani Total Gas Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
BKT,Balkrishna Industries Limited,C3.2_Water_Quality,HIGH,Global brand mapping
BCML,Balrampur Chini Mills Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
BDL,Bharat Dynamics Limited,C3.2_Water_Quality,HIGH,PSU abbreviation
CGCEL,Crompton Greaves Consumer Electricals Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
CPCL,CHENNAI PETROLEUM CORPORATION LIMITED,C3.2_Water_Quality,HIGH,PSU abbreviation
DIAL,"GMR Airports (Delhi, Hyderabad)",C3.2_Water_Quality,HIGH,Subsidiary to V2 Parent
GHIAL,"GMR Airports (Delhi, Hyderabad)",C3.2_Water_Quality,HIGH,Subsidiary to V2 Parent
MIAL,"Adani Airports (Mumbai, Ahmedabad, 6 others)",C3.2_Water_Quality,HIGH,Subsidiary to V2 Parent
HPCL,Hindustan Petroleum Corporation Limited,C3.2_Water_Quality,HIGH,PSU abbreviation
IOCL,Indian Oil Corporation Limited,C3.2_Water_Quality,HIGH,PSU abbreviation
JFS,Jio Financial Services Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
Rustomjee,Keystone Realtors Limited,C3.2_Water_Quality,HIGH,Brand mapping to legal name
MHRIL,Mahindra Holidays  Resorts India Limited,C3.2_Water_Quality,HIGH,Fixed V2 double space
MSL,Maharashtra Seamless Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
NFIL,Navin Fluorine International Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
PEL,Piramal Enterprises Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
PPL,Piramal Pharma Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
R-Power,RELIANCE POWER LIMITED,C3.2_Water_Quality,HIGH,Case correction to CAPS
Sasan Power,RELIANCE POWER LIMITED,C3.2_Water_Quality,MEDIUM,Project name (NOT IN V2 - NEEDS VERIFICATION)
Rosa Power,RELIANCE POWER LIMITED,C3.2_Water_Quality,MEDIUM,Project name (NOT IN V2 - NEEDS VERIFICATION)
RK Forgings,Ramkrishna Forgings Limited,C3.2_Water_Quality,HIGH,Common shorthand
RR Kabel,R R Kabel Limited,C3.2_Water_Quality,HIGH,Exact characters per V2
SPB,Seshasayee Paper and Boards Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
SPL,SUPREME PETROCHEM LIMITED,C3.2_Water_Quality,HIGH,Case correction to CAPS
TMB,Tamilnad Mercantile Bank Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
TVS SCS,TVS Supply Chain Solutions Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
ZEEL,Zee Entertainment Enterprises Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
Mamaearth,Honasa Consumer Limited,C3.2_Water_Quality,HIGH,Brand mapping to legal name
MapmyIndia,CE INFO SYSTEMS LIMITED,C3.2_Water_Quality,HIGH,Brand mapping to legal name
Jockey,Page Industries Limited,C3.2_Water_Quality,HIGH,Brand mapping to legal name
Manyavar,Vedant Fashions Limited,C3.2_Water_Quality,HIGH,Brand mapping to legal name
Mithapur,TATA CHEMICALS LIMITED,C3.2_Water_Quality,HIGH,Site mapping to legal name
Valia plant,Godrej Industries Limited,C3.2_Water_Quality,HIGH,Site mapping to legal name
TSL,Tata Steel Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
APSEZ,Adani Ports and Special Economic Zone Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
RIL,Reliance Industries Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
AIA ENGINEERING LIMITED,AIA ENGINEERING LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
ALEMBIC PHARMACEUTICALS LIMITED,ALEMBIC PHARMACEUTICALS LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
ALKYL AMINES CHEMICALS LIMITED,ALKYL AMINES CHEMICALS LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
APAR Industries Limited,APAR Industries Limited,V2_Database,HIGH,Self-mapping for V2 company name
AUROBINDO PHARMA LIMITED,AUROBINDO PHARMA LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
Adani Energy Solutions Limited,Adani Energy Solutions Limited,V2_Database,HIGH,Self-mapping for V2 company name
Adani Ports and Special Economic Zone Limited,Adani Ports and Special Economic Zone Limited,V2_Database,HIGH,Self-mapping for V2 company name
Aditya Birla Fashion and Retail Limited,Aditya Birla Fashion and Retail Limited,V2_Database,HIGH,Self-mapping for V2 company name
Aether Industries Limited,Aether Industries Limited,V2_Database,HIGH,Self-mapping for V2 company name
Akzo Nobel India Limited,Akzo Nobel India Limited,V2_Database,HIGH,Self-mapping for V2 company name
Amara Raja Energy  Mobility Limited,Amara Raja Energy  Mobility Limited,V2_Database,HIGH,Self-mapping for V2 company name
Anupam Rasayan India Limited,Anupam Rasayan India Limited,V2_Database,HIGH,Self-mapping for V2 company name
Apollo Tyres Limited,Apollo Tyres Limited,V2_Database,HIGH,Self-mapping for V2 company name
Aster DM Healthcare Limited,Aster DM Healthcare Limited,V2_Database,HIGH,Self-mapping for V2 company name
Avenue Supermarts Limited,Avenue Supermarts Limited,V2_Database,HIGH,Self-mapping for V2 company name
BAJAJ ELECTRICALS LIMITED,BAJAJ ELECTRICALS LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
BHARAT HEAVY ELECTRICALS LIMITED,BHARAT HEAVY ELECTRICALS LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
Bajaj Holdings  Investment Limited,Bajaj Holdings  Investment Limited,V2_Database,HIGH,Self-mapping for V2 company name
Balrampur Chini Mills Limited,Balrampur Chini Mills Limited,V2_Database,HIGH,Self-mapping for V2 company name
Blue Dart Express Limited,Blue Dart Express Limited,V2_Database,HIGH,Self-mapping for V2 company name
Brigade Enterprises Limited,Brigade Enterprises Limited,V2_Database,HIGH,Self-mapping for V2 company name
CE INFO SYSTEMS LIMITED,CE INFO SYSTEMS LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
CG Power and Industrial Solutions Limited,CG Power and Industrial Solutions Limited,V2_Database,HIGH,Self-mapping for V2 company name
CHENNAI PETROLEUM CORPORATION LIMITED,CHENNAI PETROLEUM CORPORATION LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
Capri Global Capital Limited,Capri Global Capital Limited,V2_Database,HIGH,Self-mapping for V2 company name
Cholamandalam Financial Holdings Limited,Cholamandalam Financial Holdings Limited,V2_Database,HIGH,Self-mapping for V2 company name
Cholamandalam Investment and Finance Company Limited,Cholamandalam Investment and Finance Company Limited,V2_Database,HIGH,Self-mapping for V2 company name
Clean Science and Technology Limited,Clean Science and Technology Limited,V2_Database,HIGH,Self-mapping for V2 company name
Computer Age Management Services Limited,Computer Age Management Services Limited,V2_Database,HIGH,Self-mapping for V2 company name
CreditAccess Grameen Limited,CreditAccess Grameen Limited,V2_Database,HIGH,Self-mapping for V2 company name
Dabur India Limited,Dabur India Limited,V2_Database,HIGH,Self-mapping for V2 company name
Dr Reddys Laboratories Limited,Dr Reddys Laboratories Limited,V2_Database,HIGH,Self-mapping for V2 company name
Endurance Technologies Limited,Endurance Technologies Limited,V2_Database,HIGH,Self-mapping for V2 company name
Equitas Small Finance Bank Limited,Equitas Small Finance Bank Limited,V2_Database,HIGH,Self-mapping for V2 company name
FINE ORGANIC INDUSTRIES LIMITED,FINE ORGANIC INDUSTRIES LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
Finolex Industries Limited,Finolex Industries Limited,V2_Database,HIGH,Self-mapping for V2 company name
Firstsource Solutions Limited,Firstsource Solutions Limited,V2_Database,HIGH,Self-mapping for V2 company name
GALAXY SURFACTANTS LIMITED,GALAXY SURFACTANTS LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
Garden Reach Shipbuilders  Engineers Limited,Garden Reach Shipbuilders  Engineers Limited,V2_Database,HIGH,Self-mapping for V2 company name
Genus Power Infrastructures Limited,Genus Power Infrastructures Limited,V2_Database,HIGH,Self-mapping for V2 company name
HDFC Asset Management Company Limited,HDFC Asset Management Company Limited,V2_Database,HIGH,Self-mapping for V2 company name
HERO MOTOCORP LIMITED,HERO MOTOCORP LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
Home First Finance Company India Limited,Home First Finance Company India Limited,V2_Database,HIGH,Self-mapping for V2 company name
Honasa Consumer Limited,Honasa Consumer Limited,V2_Database,HIGH,Self-mapping for V2 company name
ICICI Lombard General Insurance Company Limited,ICICI Lombard General Insurance Company Limited,V2_Database,HIGH,Self-mapping for V2 company name
ICICI Prudential Life Insurance Company Limited,ICICI Prudential Life Insurance Company Limited,V2_Database,HIGH,Self-mapping for V2 company name
IDFC FIRST Bank Limited,IDFC FIRST Bank Limited,V2_Database,HIGH,Self-mapping for V2 company name
INDIAN RAILWAY FINANCE CORPORATION LIMITED,INDIAN RAILWAY FINANCE CORPORATION LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
INTELLECT DESIGN ARENA LIMITED,INTELLECT DESIGN ARENA LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
IRB Infrastructure Developers Limited,IRB Infrastructure Developers Limited,V2_Database,HIGH,Self-mapping for V2 company name
ISGEC Heavy Engineering Limited,ISGEC Heavy Engineering Limited,V2_Database,HIGH,Self-mapping for V2 company name
Indian Energy Exchange Limited,Indian Energy Exchange Limited,V2_Database,HIGH,Self-mapping for V2 company name
Indian Renewable Energy Development Agency Limited,Indian Renewable Energy Development Agency Limited,V2_Database,HIGH,Self-mapping for V2 company name
Infibeam Avenues Limited,Infibeam Avenues Limited,V2_Database,HIGH,Self-mapping for V2 company name
InterGlobe Aviation Limited,InterGlobe Aviation Limited,V2_Database,HIGH,Self-mapping for V2 company name
Ion Exchange India Limited,Ion Exchange India Limited,V2_Database,HIGH,Self-mapping for V2 company name
Ipca Laboratories Limited,Ipca Laboratories Limited,V2_Database,HIGH,Self-mapping for V2 company name
JAI BALAJI INDUSTRIES LIMITED,JAI BALAJI INDUSTRIES LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
JAIPRAKASH POWER VENTURES LIMITED,JAIPRAKASH POWER VENTURES LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
JINDAL STEEL  POWER LIMITED,JINDAL STEEL  POWER LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
JK Tyre  Industries Limited,JK Tyre  Industries Limited,V2_Database,HIGH,Self-mapping for V2 company name
JSW Energy Limited,JSW Energy Limited,V2_Database,HIGH,Self-mapping for V2 company name
JUBILANT INGREVIA LIMITED,JUBILANT INGREVIA LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
JYOTI CNC AUTOMATION LIMITED,JYOTI CNC AUTOMATION LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
KARUR VYSYA BANK LIMITED,KARUR VYSYA BANK LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
KEC International Limited,KEC International Limited,V2_Database,HIGH,Self-mapping for V2 company name
KEI INDUSTRIES LIMITED,KEI INDUSTRIES LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
KOTAK MAHINDRA BANK LIMITED,KOTAK MAHINDRA BANK LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
KPI GREEN ENERGY LIMITED,KPI GREEN ENERGY LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
Krishna Institute of Medical Sciences Limited,Krishna Institute of Medical Sciences Limited,V2_Database,HIGH,Self-mapping for V2 company name
LAURUS LABS LIMITED,LAURUS LABS LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
LIC Housing Finance Limited,LIC Housing Finance Limited,V2_Database,HIGH,Self-mapping for V2 company name
MACROTECH DEVELOPERS LIMITED,MACROTECH DEVELOPERS LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
Mahindra  Mahindra Financial Services Limited,Mahindra  Mahindra Financial Services Limited,V2_Database,HIGH,Self-mapping for V2 company name
Mahindra  Mahindra Limited,Mahindra  Mahindra Limited,V2_Database,HIGH,Self-mapping for V2 company name
Mahindra Holidays  Resorts India Limited,Mahindra Holidays  Resorts India Limited,V2_Database,HIGH,Self-mapping for V2 company name
Max Financial Services Limited,Max Financial Services Limited,V2_Database,HIGH,Self-mapping for V2 company name
Mishra Dhatu Nigam Limited,Mishra Dhatu Nigam Limited,V2_Database,HIGH,Self-mapping for V2 company name
Procter  Gamble Health Limited,Procter  Gamble Health Limited,V2_Database,HIGH,Self-mapping for V2 company name
Punjab  Sind Bank,Punjab  Sind Bank,V2_Database,HIGH,Self-mapping for V2 company name
Ratnamani Metals  Tubes Limited,Ratnamani Metals  Tubes Limited,V2_Database,HIGH,Self-mapping for V2 company name
SARDA ENERGY  MINERALS LIMITED,SARDA ENERGY  MINERALS LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
Sandur Manganese  Iron Ores Limited,Sandur Manganese  Iron Ores Limited,V2_Database,HIGH,Self-mapping for V2 company name
TEGA INDUSTRIES LIMITED,TEGA INDUSTRIES LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH RAIL SYSTEMS LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
Tamilnad Mercantile Bank Limited,Tamilnad Mercantile Bank Limited,V2_Database,HIGH,Self-mapping for V2 company name
Tanla Platforms Limited,Tanla Platforms Limited,V2_Database,HIGH,Self-mapping for V2 company name
Techno Electric  Engineering Company Limited,Techno Electric  Engineering Company Limited,V2_Database,HIGH,Self-mapping for V2 company name
Thomas Cook  India  Limited,Thomas Cook  India  Limited,V2_Database,HIGH,Self-mapping for V2 company name
Triveni Engineering  Industries Limited,Triveni Engineering  Industries Limited,V2_Database,HIGH,Self-mapping for V2 company name
V-GUARD INDUSTRIES LIMITED,V-GUARD INDUSTRIES LIMITED,V2_Database,HIGH,Self-mapping for V2 company name
KIOCL (Kudremukh Iron Ore Company),KIOCL (Kudremukh Iron Ore Company),V2_Database,HIGH,Self-mapping for V2 company name
LT Technology Services Limited,LT Technology Services Limited,V2_Database,HIGH,Self-mapping for V2 company name
"GMR Airports (Delhi, Hyderabad)","GMR Airports (Delhi, Hyderabad)",V2_Database,HIGH,Self-mapping for V2 company name
"Adani Airports (Mumbai, Ahmedabad, 6 others)","Adani Airports (Mumbai, Ahmedabad, 6 others)",V2_Database,HIGH,Self-mapping for V2 company name
JK Tyre & Industries Limited,JK Tyre & Industries Limited,V2_Database,HIGH,Self-mapping for V2 company name
Andhra Paper Limited (formerly Andhra Pradesh Paper Mills),Andhra Paper Limited (formerly Andhra Pradesh Paper Mills),V2_Database,HIGH,Self-mapping for V2 company name
Damodar Valley Corporation (DVC),Damodar Valley Corporation (DVC),V2_Database,HIGH,Self-mapping for V2 company name
IndiaMART InterMESH Limited,IndiaMART InterMESH Limited,V2_Database,HIGH,Self-mapping for V2 company name
Cochin International Airport,Cochin International Airport (CIAL),AUTO_FUZZY,HIGH,Airport name match (score: 88.9)
Damodar Valley Corporation,Damodar Valley Corporation (DVC),AUTO_FUZZY,HIGH,DVC match (score: 89.7)
INDIAMART INTERMESH LIMITED,IndiaMART InterMESH Limited,AUTO_EXACT,HIGH,Exact match from facilities
Essar Steel India,Essar Steel India (AM/NS India),GIS_FACILITY,MEDIUM,Former name before AM/NS acquisition
Andhra Pradesh Paper Mills,Andhra Paper Limited (formerly Andhra Pradesh Paper Mills),GIS_FACILITY,MEDIUM,Historical company name
CCL Products India Limited,CCL Products (India) Limited,DUPLICATE_FIX,HIGH,Facility data for duplicate master entry
JSW Energy,JSW Energy,DUPLICATE_FIX,HIGH,Facility data for duplicate master entry
JSW Energy Limited,JSW Energy,DUPLICATE_FIX,HIGH,Variant facility name
Prism Johnson (Cement),Prism Johnson (Cement),DUPLICATE_FIX,HIGH,Facility data for duplicate master entry
Prism Johnson Limited,Prism Johnson (Cement),DUPLICATE_FIX,HIGH,Variant facility name
Punjab & Sind Bank,Punjab & Sind Bank,DUPLICATE_FIX,HIGH,Facility data for duplicate master entry
West Coast Paper Mills,West Coast Paper Mills,DUPLICATE_FIX,HIGH,Facility data for duplicate master entry
DIVIS LABORATORIES LIMITED,DIVIS LABORATORIES LIMITED,EXACT_MATCH,HIGH,Direct facility match
DIVI'S LABORATORIES LIMITED,DIVIS LABORATORIES LIMITED,VARIANT_MATCH,HIGH,Apostrophe variant
GVK Mumbai Airport,GVK Mumbai Airport,EXACT_MATCH,HIGH,Direct facility match
Mahindra Holidays & Resorts India Limited,Mahindra Holidays & Resorts India Limited,EXACT_MATCH,HIGH,Direct facility match
Mahindra Holidays  Resorts India Limited,Mahindra Holidays & Resorts India Limited,VARIANT_MATCH,HIGH,Ampersand variant
Haldiram,Haldiram Snacks Food Private Limited,FACILITY_EXACT,HIGH,Short form facility name
Welspun Living Limited,Welspun Living Limited (formerly Welspun India),FACILITY_EXACT,HIGH,Current name variant for formerly company
Welspun India,Welspun Living Limited (formerly Welspun India),FACILITY_HISTORICAL,HIGH,Historical company name
