Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_Reported_ha,Land_Degraded_HA_Calculated,Land_Degradation_Pct,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD
Pidilite Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,13109.782281662,0.48,0.0374641669027132,0.005225,0.0014510449538693,0.005225,0.0066760449538692,68.49861242168394,Tier 2,75%,8690.0,38535.0,185000.0,959185.0,21756.68,0.0,232225.0,17713.871596848483,73165.59340132678,1659.5759969586456,0.0,OK,385.0,45.0,430.0,,,,,,4.8,0.6251162790697675,,,0.0,268.8,32.79993448872795,0.0,124500.0,1245000.0,73165.59340132678,Medium-High (2-3),2.7198624467181287,22.4,0.0,78.0,42500.0,11.2,0.0647534249999999
Piramal Enterprises Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,10269.56,0.52,0.0374641669027132,0.005225,0.0024744527866646,0.005225,0.0076994527866646,53.65845099999999,Tier 2,75%,91.96,5843.39,32400.0,175365.88,161.8,,38335.35,3732.910660242503,17076.279801666285,15.75530012970371,,OK,115.0,45.0,160.0,,,,,,8.5,0.225,,,0.0,36.0,15.580024850139637,0.0,4270.0,85400.0,17076.279801666285,High (3-4),3.417461104799753,0.0,0.0,95.0,1.2,24.5,0.041136425
Piramal Pharma Limited,Pharmaceuticals & Healthcare,Kolkata,West Bengal,5285.7084508,0.58,0.0144770016599194,0.003465,0.0010274915519766,0.003465,0.0044924915519766,18.314979782022,Tier 2,75%,32279.0,64667.0,491081.0,586366.0,21736.85,,588027.0,111248.47415884266,110934.23056870507,4112.381566696153,,OK,540.0,85.0,625.0,,,,,,14.0,0.52496,,,0.0,328.1,118.24337377242314,0.0,174300.0,1245000.0,110934.23056870508,Medium-High (2-3),2.725198127760862,100.0,0.0,82.0,185.0,4.2,0.02831598
Polycab India Limited,Pharmaceuticals & Healthcare,Hyderabad,Telangana,21914.0,0.45,0.0144770016599194,0.003465,0.0003611425659384,0.003465,0.0038261425659384,75.93201,Tier 2,75%,29061.0,155118.0,5352123.0,296168.0,25005.0,0.0,5536302.0,252637.67454595235,13515.013233549329,1141.05138267774,0.0,OK,315.0,22.0,337.0,0.0,210.6,62.49258160237389,0.0,MSA_PROXY_HIGH,8.2,0.6249258160237389,0.0,0.6249258160237389,0.0,210.6,15.378296979100119,0.0,102500.0,1250000.0,13515.013233549327,Extremely High (4-5),4.988669245284243,18.2,4500.0,42.62,4150.0,12.5,0.062505135
Poonawalla Fincorp Limited,Chemicals & Fertilizers,Pune,Maharashtra,422.284,0.42,0.0374641669027132,0.005225,0.0049668403090718,0.005225,0.0101918403090718,2.2064339,Tier 2,75%,347.1,2545.49,250144.89,297348.3,25.269,,253037.48,599211.62061551,704142.946453098,59.83887620653399,,OK,,12.0,12.0,,,,,,,0.225,,,0.0,2.7,28.416894791183186,0.0,0.0,4500.0,704142.946453098,Extremely High (4-5),4.4780286174264665,0.0,0.0,92.0,0.8,24.5,0.0165528
Power Finance Corporation Limited,Financial Services,Ahmedabad,Gujarat,53127.0,0.51,0.0011797441546504,0.000297,6.600799978845037e-06,0.000297,0.0003036007999788,15.778719,Tier 2,75%,2.78,1182.41,23882.25931776268,30772.28,0.38,,25067.44931776268,471.84010611859657,579.2211116757957,0.0071526718994108455,,OK,,,,,,,,,100.0,,,,0.0,0.0,,0.0,1245.0,12450.0,579.2211116757957,Extremely High (4-5),4.375112708684848,0.0,0.0,98.0,0.2,12.4,0.027071847
Power Grid Corporation of India Limited,Power Generation,Mumbai,Maharashtra,45792.32,0.55,0.1562256571307733,0.0054449999999999,0.0018315629233245,0.0054449999999999,0.0072765629233244,249.3391823999954,Tier 2,75%,49785.0,267643.0,466572.56000073726,3017030.0,9332.967,,784000.5600007372,17120.787066493624,65885.06544328832,203.8107481778604,,OK,4500.0,21000.0,25500.0,,,,,,1.2,0.001,,,0.0,25.5,556.8619366740974,0.0,124500.0,1245000.0,65885.06544328832,Extremely High (4-5),4.461684522988024,12.0,412000.0,88.0,14.5,412.0,0.2554412849999953
Power Mech Projects Limited,Power Generation,Delhi,Delhi,4435.4198624,0.62,0.1562256571307733,0.0054449999999999,0.021839888933727,0.0054449999999999,0.0272848889337269,24.150861150767557,Tier 2,75%,4250.0,8450.0,45191.971052746085,10501.13,1540.0,,57891.971052746085,13052.196375704738,2367.5616572447443,347.20501052333475,,PARTIAL ENV DATA,15.0,850.0,865.0,,,,,,,0.475028901734104,,,0.0,410.9,195.0209961705744,0.0,0.0,124500.0,2367.5616572447443,Extremely High (4-5),5.0,5.0,0.0,45.0,2.1,1.2,0.0241485749999995
Praj Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3466.3,0.48,0.0374641669027132,0.005225,0.0051883439449804,0.005225,0.0104133439449804,18.1114175,Tier 2,75%,1610.0,5986.0,15400.0,76531.0,292.5811,0.0,22996.0,6634.163228803046,22078.585234976774,84.40732192828087,0.0,OK,115.0,12.0,127.0,,,,,,20.4,0.6251968503937009,,,0.0,79.4,36.638490609583705,0.0,29580.0,145000.0,22078.585234976774,Extremely High (4-5),4.554619306850499,100.0,0.0,86.0,12.5,2.8,0.0181098499999999
Prestige Estates Projects Limited,Real Estate & Construction,Chennai,Tamil Nadu,8315.0,0.52,0.07,0.0035,0.0047058823529411,0.0035,0.0082058823529411,29.1025,Tier 2,75%,6941.54,60270.9,145000.0,584959.0,1725.32,0.0,212212.44,25521.64040889958,70349.8496692724,207.49488875526157,0.0,OK,4500.0,45.0,4545.0,,,,,,1.5,0.001,,,0.0,4.545,546.6025255562237,0.0,72600.0,1452000.0,70349.8496692724,Extremely High (4-5),4.550497834483458,100.0,0.0,92.0,124.0,14.5,0.0270725
Prism Johnson Limited,Cement Manufacturing,Kolkata,West Bengal,7068.59,0.58,0.0777832037429109,0.0033,0.0058942067116394,0.0033,0.0091942067116394,23.326347,Tier 2,75%,3828849.0,263658.0,456000.0,1627069.0,66545.45,1420.0,4548507.0,643481.5147009516,230182.9643535698,9414.246688519208,0.0,OK,1840.0,450.0,2290.0,,,,118.0,,18.5,0.0620087336244541,0.0515283842794759,,0.0,142.0,323.96842934729557,0.0,2858250.0,15450000.0,230182.9643535698,Extremely High (4-5),4.993705136269024,14.8,0.0,99.5,8450.0,4.2,0.0252581999999999
Procter  Gamble Health Limited,Pharmaceuticals & Healthcare,Hyderabad,Telangana,1151.26,0.45,0.0144770016599194,0.003465,0.0057499123980262,0.003465,0.0092149123980262,3.9891159,Tier 2,75%,263.0,4273.0,4500.0,57909.0,196.15,0.0,9036.0,7848.791758594931,50300.54027760888,170.37854177162416,0.0,OK,112.0,15.0,127.0,,,,,,15.0,0.5251968503937008,,,0.0,66.7,110.31391692580303,0.0,15372.0,85400.0,50300.54027760888,High (3-4),3.771664661851451,100.0,0.0,84.0,1450.0,2.1,0.003925845
Punjab  Sind Bank,Financial Services,Pune,Maharashtra,13048.951086591,0.42,0.0011797441546504,0.000297,4.552904024195241e-05,0.000297,0.0003425290402419,3.875538472717527,Tier 2,75%,4724.06,27316.1,5865.914387689259,87168.27,4867.252,0.0,37906.07438768926,2904.913516507947,6680.097842467464,372.9994823109997,0.0,OK,12.0,,12.0,,,,,,,0.225,,,0.0,2.7,0.9196141452573231,0.0,0.0,28450.0,6680.097842467464,Extremely High (4-5),4.516251633991319,0.0,0.0,88.0,2.4,112.5,0.003232251
Quess Corp Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,17541.280952416,0.51,0.0374641669027132,0.005225,0.0010003521005436,0.005225,0.0062253521005435,91.6531929763736,Tier 2,75%,389.46,795.22,8900.0,41982.0,3.528,,10084.68,574.9112637416035,2393.3257846952006,0.20112556258407577,,OK,0.0,28.0,28.0,0.0,4.9,17.5,0.0,MSA_PROXY_HIGH,,0.175,0.0,0.175,0.0,4.9,1.5962346236831408,0.0,0.0,12400.0,2393.3257846952006,Medium-High (2-3),2.190665136738086,0.0,0.0,95.0,1.2,45.2,0.0997975
R R Kabel Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,7894.759879,0.55,0.0374641669027132,0.005225,0.0031201229249685,0.005225,0.0083451229249685,41.250120367775,Tier 2,75%,1103.9,53950.29,319162.17,50202.51,2857.8411,0.0,374216.36,47400.600618064724,6358.966044494689,361.9921497044939,0.0,OK,85.0,12.0,97.0,0.0,60.6,62.47422680412371,0.0,MSA_PROXY_HIGH,5.2,0.6247422680412371,0.0,0.6247422680412371,0.0,60.6,12.286630814196041,0.0,9620.0,185000.0,6358.966044494689,Medium-High (2-3),2.811657900764125,14.0,1200.0,95.0,412.0,2.1,0.0345059
RATTANINDIA ENTERPRISES LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,186.0158897,0.48,0.0374641669027132,0.005225,0.0029792578053847,0.005225,0.0082042578053847,0.9719330236825,Tier 2,75%,425.0,1240.0,2791.945275227172,16.59,42.0,,4456.945275227172,23960.024503364624,89.18592936740932,225.78716295546658,,PARTIAL ENV DATA,12.0,145.0,157.0,,,,,,,0.1751592356687898,,,0.0,27.5,844.0139186668632,0.0,0.0,4500.0,89.18592936740932,Extremely High (4-5),4.461684522988024,0.0,0.0,72.0,0.8,12.4,0.0315381
RBL Bank Limited,Financial Services,Chennai,Tamil Nadu,17845.25,0.52,0.0011797441546504,0.000297,3.906188859714792e-05,0.000297,0.0003360618885971,5.30003925,Tier 2,75%,120.0,9282.0,8022.001771044936,176529.0,0.0,,17424.001771044936,976.3943778341539,9892.21221333408,0.0,,OK,2.0,45.0,47.0,0.0,10.6,22.5531914893617,0.0,MSA_PROXY_HIGH,0.2,0.225531914893617,0.0,0.225531914893617,0.0,10.6,2.633754080217425,0.0,85.12,42560.0,9892.21221333408,Extremely High (4-5),4.98831451702258,0.0,0.0,92.0,1.4,45.2,0.004664385
REC Limited,Chemicals & Fertilizers,Kolkata,West Bengal,56367.0,0.58,0.0374641669027132,0.005225,0.0068223600639163,0.005225,0.0120473600639163,294.517575,Tier 2,75%,306.46,1876.53,10752.0,27565.48,42.18,0.0,12934.99,229.47806340589352,489.0357833484131,0.7483101814891692,0.0,OK,0.0,0.0,,0.0,0.0,,0.0,VALID_ZERO_NO_LAND,100.0,,,,0.0,0.0,,0.0,14500.0,14500.0,489.0357833484131,Extremely High (4-5),4.375112708684848,0.0,0.0,98.0,0.4,14.5,0.0166416249999999
RELIANCE POWER LIMITED,Oil & Gas,Hyderabad,Telangana,7892.6,0.45,0.0971185610539406,0.0154274999999999,0.0055278715499966,0.0154274999999999,0.0209553715499965,121.76308649999922,Tier 2,75%,32965431.0,0.0,1245000.0,74005015.0,103671661.37,4150.0,34210431.0,4334494.463168031,9376506.474419074,13135299.061145883,0.0,OUTLIER - VERIFY,4500.0,850.0,5350.0,,,,45.0,,,0.001,0.008411214953271,,0.0,5.3500000000000005,677.8501381040468,0.0,0.0,125000000.0,9376506.474419074,Low-Medium (1-2),1.9763731326109468,82.0,412000.0,99.5,14.5,12.8,0.1219698149999992
RHI Magnesita India Ltd,Chemicals & Fertilizers,Pune,Maharashtra,2891.8601,0.42,0.0374641669027132,0.005225,0.0041473247493778,0.005225,0.0093723247493778,15.109969022499998,Tier 2,75%,31613.36,23535.93,124000.0,71197.11,2249.982,420.0,179149.29,61949.500945775355,24619.832058957487,778.0397122253597,0.0,OK,112.0,15.0,127.0,,,,,,12.4,0.6251968503937009,,,0.0,79.4,43.916370643241,0.0,104780.0,845000.0,24619.832058957487,High (3-4),3.5373283489374976,22.5,0.0,84.0,145.0,2.1,0.0198236499999999
RITES Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2438.92,0.51,0.0374641669027132,0.005225,0.0075252954393004,0.005225,0.0127502954393004,12.743357,Tier 2,75%,230.26,2615.0,8900.0,22527.0,3.46,0.0,11745.26,4815.762714644186,9236.465320715726,1.4186607186787594,0.0,OK,15.0,12.0,27.0,0.0,4.7,17.40740740740741,0.0,MSA_PROXY_HIGH,18.0,0.174074074074074,0.0,0.174074074074074,0.0,4.7,11.070473816279337,0.0,15372.0,85400.0,9236.465320715726,Extremely High (4-5),4.548256337291198,0.0,0.0,98.0,0.8,8.4,0.013266275
Radico Khaitan Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,17098.535593,0.55,0.0374641669027132,0.005225,0.0050037134037135,0.005225,0.0102287134037135,89.339848473425,Tier 2,75%,90357.0,16003.0,32400.0,1299698.39,28026.183,120.0,138760.0,8115.314861046181,76012.26332692993,1639.098439019169,0.0,OK,185.0,15.0,200.0,,,,,,15.2,0.525,,,0.0,105.0,11.696908130651748,0.0,281200.0,1850000.0,76012.26332692993,Extremely High (4-5),4.996459139151326,22.0,0.0,95.0,12450.0,1.4,0.02151655
Rail Vikas Nigam Limited,Chemicals & Fertilizers,Delhi,Delhi,21732.578194931,0.62,0.0374641669027132,0.005225,0.0010611623865723,0.005225,0.0062861623865723,113.55272106851449,Tier 2,75%,12.25,1120.83,347.23,32449.1,1011.6,,1480.31,68.11479000431132,1493.1086274691775,46.54762959674752,,OK,,15.0,15.0,,,,,,0.5,0.4733333333333333,,,0.0,7.1,0.6902080307940023,0.0,21250.0,425000.0,1493.1086274691777,Extremely High (4-5),4.525693929587782,5.0,0.0,42.0,8.4,1.2,0.114370025
Railtel Corporation of India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3551.0,0.48,0.0374641669027132,0.005225,0.0068584287236088,0.005225,0.0120834287236088,18.553975,Tier 2,75%,684.41,11321.83,3200.0,9557.19,86.643,,15206.24,4282.241622078288,2691.408054069276,24.3996057448606,,OK,,12500.0,12500.0,,,,,,,0.001,,,0.0,12.5,3520.1351731906507,0.0,0.0,12500.0,2691.408054069276,Extremely High (4-5),4.4071174119847285,0.0,0.0,98.0,1.2,145.0,0.0136999499999999
Ramkrishna Forgings Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,3634.299163035,0.52,0.0374641669027132,0.005225,0.0055820535213211,0.005225,0.0108070535213211,18.989213126857877,Tier 2,75%,27350.74,177123.7,54547.83671094972,345614.0,309.099,0.0,259022.27671094972,71271.58912659255,95097.83991238025,85.05051074052794,0.0,OK,215.0,22.0,237.0,,,,,,8.5,0.6248945147679325,,,0.0,148.1,65.21202283250713,0.0,123250.0,1450000.0,95097.83991238024,Low-Medium (1-2),1.907275936722211,14.5,0.0,98.0,18.4,2.1,0.0182352499999999
RateGain Travel Technologies Limited,Information Technology,Kolkata,West Bengal,279.8336144,0.58,0.0009696637386769,0.000396,0.0026781188972981,0.000396,0.0030741188972981,0.1108141113023999,Tier 2,75%,3.62,169.72,1200.0,26885.0,2.42,0.0,1373.34,4907.702039101418,96074.94817105861,8.647996078629788,0.0,OK,,8.0,8.0,,,,,,,0.225,,,0.0,1.8,28.588416788858805,0.0,0.0,3250.0,96074.9481710586,Extremely High (4-5),4.561793781913248,0.0,0.0,95.0,0.4,12.8,8.316e-05
Ratnamani Metals  Tubes Limited,Steel & Iron,Hyderabad,Telangana,4876.1408,0.45,0.0840934065650114,0.0096249999999999,0.0079084708368349,0.0096249999999999,0.0175334708368348,46.93285519999951,Tier 2,75%,10399.9,36356.51,54000.0,270050.0,1223.37,0.0,100756.41,20663.146150332657,55381.91185947706,250.88898171275116,0.0,OK,215.0,25.0,240.0,,,,,,,0.725,,,0.0,174.0,49.21925142112385,0.0,0.0,445000.0,55381.91185947706,Extremely High (4-5),4.981115408807072,14.0,0.0,92.0,14.5,1.4,0.0460556249999995
Raymond Limited,Textiles & Apparel,Pune,Maharashtra,1814.65,0.42,0.04,0.006,0.0018091751023045,0.006,0.0078091751023045,10.8879,Tier 2,75%,11.18,656.77,26677.58,57700.4,14404.81,0.0,27345.530000000002,15069.313641749097,31796.985644614662,7938.06519163475,0.0,OK,620.0,85.0,705.0,0.0,334.9,47.50354609929078,0.0,MSA_PROXY_HIGH,14.5,0.4750354609929078,0.0,0.4750354609929078,0.0,334.9,388.50467032210065,0.0,617120.0,4256000.0,31796.985644614662,Extremely High (4-5),4.988669245284243,82.0,0.0,94.5,415.0,4.2,0.055716
Redington Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,99333.65,0.51,0.0374641669027132,0.005225,0.0002139155736224,0.005225,0.0054389155736223,519.01832125,Tier 2,75%,299.0,5302.0,7757.0,30587.0,585.57,0.0,13358.0,134.476081368197,307.9218371619285,5.894981207274675,0.0,OK,0.0,12.0,12.0,0.0,4.5,37.5,0.0,MSA_PROXY_HIGH,,0.375,0.0,0.375,0.0,4.5,0.12080498401095702,0.0,0.0,12500.0,307.9218371619285,Extremely High (4-5),4.957509669815912,0.0,0.0,92.0,145.0,1245.0,0.466691775
Redtape Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2063.7441,0.55,0.0374641669027132,0.005225,0.0099831840099284,0.005225,0.0152081840099283,10.7830629225,Tier 2,75%,5420.0,12450.0,30975.09894754412,191000.0,1101.46,0.0,48845.09894754412,23668.195561428434,92550.23430472799,533.719272655946,0.0,OK,0.0,450.0,450.0,0.0,101.3,22.51111111111111,0.0,MSA_PROXY_HIGH,,0.2251111111111111,0.0,0.2251111111111111,0.0,101.3,218.05029024674135,0.0,0.0,14500.0,92550.234304728,Extremely High (4-5),4.466405670786255,42.0,12450.0,78.0,215.0,1.2,0.0107844
Relaxo Footwears Limited,Chemicals & Fertilizers,Delhi,Delhi,3082.08,0.62,0.0374641669027132,0.005225,0.0079710993410028,0.005225,0.0131960993410027,16.103868,Tier 2,75%,11272.48,58187.16,46259.481960116456,331248.7,10927.27,0.0,115719.12196011646,37545.78789652328,107475.69822976692,3545.420625032446,0.0,OK,115.0,22.0,137.0,,,,,,5.4,0.6248175182481751,,,0.0,85.6,44.450500960390386,0.0,42560.0,425600.0,107475.69822976692,Extremely High (4-5),4.430832715505339,14.5,0.0,92.0,845.0,2.8,0.0152256499999999
Reliance Industries Limited,Oil & Gas,Bangalore,Karnataka,574956.4896449,0.48,0.0971185610539406,0.0154274999999999,5.097685801849754e-05,0.0154274999999999,0.0154784768580183,8870.141243996637,Tier 2,75%,36459294.0,1470097.0,147123684.95090944,208465383.0,760123.0,49220.0,185053075.95090944,321855.7913229233,362575.9283606847,1322.053083476736,0.0,OK,10820.0,3145.0,13965.0,,,,342.0,,2.32,0.6750017901897601,0.0244897959183673,,0.0,9426.4,24.288794459255435,0.0,17363367.2,748421000.0,362575.9283606847,Medium-High (2-3),2.5716562104922933,38.4,1245000.0,99.2,59790.0,1845.0,14.10801677999991
Reliance Infrastructure Limited,Power Generation,Chennai,Tamil Nadu,30425.04,0.52,0.1562256571307733,0.0054449999999999,0.0035072029403791,0.0054449999999999,0.008952202940379,165.66434279999694,Tier 2,75%,19036.0,21042.01,124000.0,427389.37,3756.87,4800.0,164078.01,5392.8609461154365,14047.290324022582,123.47954185105425,0.0,OK,450.0,1200.0,1650.0,,,,,,,0.475030303030303,,,0.0,783.8,54.23164603892057,0.0,0.0,1250000.0,14047.290324022582,Low-Medium (1-2),1.9763731326109468,10.0,0.0,42.0,14.5,125.0,0.1261225349999976
Responsive Industries Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1401.09,0.58,0.0374641669027132,0.005225,0.0070389429230883,0.005225,0.0122639429230883,7.320695249999999,Tier 2,75%,8450.0,24500.0,21029.2067628029,2430.6,3850.0,,53979.2067628029,38526.580564277036,1734.7921975033723,2747.8605942516183,,OK,215.0,15.0,230.0,,,,,,,0.6252173913043478,,,0.0,143.8,164.15790563061617,0.0,17250.0,345000.0,1734.7921975033723,Medium-High (2-3),2.7548369712610894,14.0,0.0,98.0,84.2,1.4,0.016129575
Route Mobile Limited,Information Technology,Hyderabad,Telangana,832.2077684,0.45,0.0009696637386769,0.000396,0.0001084635054448,0.000396,0.0005044635054448,0.3295542762863999,Tier 2,75%,0.0,188.95,1062.9,3722.18,0.24913,,1251.8500000000001,1504.251759637864,4472.657119214654,0.299360339400552,,OK,0.0,5.0,5.0,0.0,1.1,22.000000000000004,0.0,MSA_PROXY_HIGH,100.0,0.22,0.0,0.22,0.0,1.1,6.008115028309558,0.0,12450.0,12450.0,4472.657119214654,Medium-High (2-3),2.135861391460033,0.0,0.0,98.0,0.2,14.5,0.001593108
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,113662.6,0.42,0.0374641669027132,0.005225,0.0001594316787154,0.005225,0.0053844316787153,593.887085,Tier 2,75%,98641.0,527824.0,1137774.0,3155701.0,144121.0,0.0,1764239.0,15521.71954539136,27763.758703390562,1267.9720506129543,0.0,OK,850.0,230.0,1080.0,,,,,,14.5,0.525,,,0.0,567.0,9.501806222979237,0.0,1805250.0,12450000.0,27763.75870339056,High (3-4),3.0155796541420123,22.5,0.0,88.0,1245.0,18.4,0.51567615
SAPPHIRE FOODS INDIA LIMITED,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,2451.076,0.51,0.0144770016599194,0.003465,0.0028462879130913,0.003465,0.0063112879130913,8.49297834,Tier 2,75%,33624.0,69360.0,84484.0,828107.0,5632.0,0.0,187468.0,76483.96051366828,337854.4769725622,2297.7663687294885,0.0,OK,,1150.0,1150.0,,,,,,2.5,0.2250434782608695,,,0.0,258.8,469.1816981603182,0.0,21280.0,425600.0,337854.4769725622,Low-Medium (1-2),1.9763731326109468,0.0,12450.0,62.0,2150.0,2.1,0.00898821
SARDA ENERGY  MINERALS LIMITED,Steel & Iron,Mumbai,Maharashtra,3603.87,0.55,0.0840934065650114,0.0096249999999999,0.0118928705607498,0.0096249999999999,0.0215178705607496,34.68724874999963,Tier 2,75%,2450000.0,12500.0,184053.1754594064,8344302.0,1497026.16,,2646553.1754594063,734364.2183151463,2315372.641077508,415394.05139475066,0.0,OK,1450.0,215.0,1665.0,,,,42.0,,0.01,0.051051051051051,0.0252252252252252,,0.0,85.0,462.0033464026172,0.0,1245000.0,12450000.0,2315372.641077508,Extremely High (4-5),4.498743479373728,72.0,0.0,99.5,14.5,2.8,0.0374316249999996
SAREGAMA India Limited,Chemicals & Fertilizers,Delhi,Delhi,1009.2127,0.62,0.0374641669027132,0.005225,0.0268219208772311,0.005225,0.0320469208772311,5.273136357499999,Tier 2,75%,314.4,764.8,1406.1,8450.0,25.7,0.0,2485.2999999999997,2462.612688088447,8372.86332207274,25.465394955889874,0.0,OK,,15.0,15.0,,,,,,,0.1733333333333333,,,0.0,2.6,14.86307098592794,0.0,925.0,18500.0,8.37286332207274,Medium-High (2-3),2.927227962945288,0.0,0.0,98.0,1.2,5.4,0.0045248499999999
SBFC Finance Limited,Financial Services,Bangalore,Karnataka,1305.1170845,0.48,0.0011797441546504,0.000297,0.0004339288844691,0.000297,0.0007309288844691,0.3876197740965,Tier 2,75%,0.0,3149.7,450.0,4857.6,6.1,,3599.7,2758.1433441882127,3721.9649161676425,4.673910159054393,,OK,0.0,12.0,12.0,0.0,2.7,22.5,0.0,MSA_PROXY_HIGH,,0.225,0.0,0.225,0.0,2.7,9.194577362074215,0.0,0.0,3250.0,3721.9649161676425,Low-Medium (1-2),1.6740104458720415,0.0,0.0,94.0,0.6,4.2,0.000387585
SBI Cards and Payment Services Limited,Financial Services,Chennai,Tamil Nadu,18637.151686407,0.52,0.0011797441546504,0.000297,3.50873347299364e-05,0.000297,0.0003320873347299,5.535234050862879,Tier 2,75%,197.7,2461.22,43007.58,26111.82,94.033,,45666.5,2450.2939487962017,1401.0628039822548,5.045459820374963,,OK,,18.0,18.0,,,,,,,0.2277777777777777,,,0.0,4.1,0.9658128185503955,0.0,1422.5,28450.0,1401.0628039822548,Extremely High (4-5),4.375112708684848,0.0,0.0,92.0,12.4,148.0,0.005192748
SBI Life Insurance Company Limited,Financial Services,Kolkata,West Bengal,84984.629068,0.58,0.0011797441546504,0.000297,5.398690349817207e-06,0.000297,0.0003023986903498,25.240434833196,Tier 2,75%,4108.54,16384.35,40000.47,35723.01,75.39,,60493.36,711.8153089966017,420.3467190686498,0.8871015950387581,,OK,,15.0,15.0,,,,,,0.1,0.2266666666666666,,,0.0,3.4,0.1765025059766729,0.0,1625.0,32500.0,420.3467190686498,Low-Medium (1-2),1.6740104458720415,0.0,0.0,95.0,0.8,45.2,0.037642968
SHIPPING CORPORATION OF INDIA LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,5103.0,0.45,0.0374641669027132,0.005225,0.003303718421756,0.005225,0.008528718421756,26.663175,Tier 2,75%,1079307.0,1245.0,4560000.0,190382.5,1358.91,0.0,5640552.0,1105340.3880070546,37307.9561042524,266.2962962962963,0.0,OK,85.0,15.0,100.0,,,,,,0.05,0.375,,,0.0,37.5,19.59631589261219,0.0,15450.0,15450000.0,37307.9561042524,Medium-High (2-3),2.811657900764125,14.5,12450.0,88.0,18.4,5.4,0.0266631749999999
SJVN Limited,Power Generation,Pune,Maharashtra,2897.265212,0.42,0.1562256571307733,0.0054449999999999,0.0258427632906359,0.0054449999999999,0.0312877632906357,15.775609079339707,Tier 2,75%,476.0,3118.2,124000.0,466756.0,498.9,0.0,127594.2,44039.530613740724,161102.26915602092,172.19686963196796,0.0,OK,8500.0,2100.0,10600.0,0.0,2915.0,27.500000000000004,450.0,MSA_PROXY_HIGH,100.0,0.275,0.0424528301886792,0.2325471698113207,0.0,2915.0,3658.6226059307687,0.0,45200.0,45200.0,161102.26915602092,High (3-4),3.7119239906174246,0.0,12580000.0,45.0,4.2,2.8,0.0138248549999997
