Company_Name,Indicator_ID,Indicator_Name,Value,Unit,Fiscal_Year,Confidence,Source_Page,Notes
Axis Bank Limited,5.5,E-Waste,1480.0,MT,FY2023-24,HIGH,P6 Q4,Very high due to banking hardware refresh
BAJAJ ELECTRICALS LIMITED,2.3,Water Recycling %,10.0,%,FY2023-24,MEDIUM,Sustainability Report,Water reuse in production facilities
BAJAJ ELECTRICALS LIMITED,2.5,Water Discharge,1240.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated effluent discharge
BAJAJ ELECTRICALS LIMITED,5.3,Waste Recycled %,82.0,%,FY2023-24,HIGH,P6 Q4,Metal and electrical component recycling
BAJAJ ELECTRICALS LIMITED,5.4,Plastic Waste,2150.0,MT,FY2023-24,HIGH,P6 Q4,EPR for consumer appliance packaging
BAJAJ ELECTRICALS LIMITED,5.5,E-Waste,14.8,MT,FY2023-24,HIGH,P6 Q4,Electrical scrap and IT hardware
BANK OF INDIA,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking; no recycling infrastructure
BANK OF INDIA,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal sewer discharge
BANK OF INDIA,5.3,Waste Recycled %,88.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management
BANK OF INDIA,5.4,Plastic Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Office plastic waste EPR
BANK OF INDIA,5.5,E-Waste,412.0,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal across branches
BANK OF MAHARASHTRA,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking services
BANK OF MAHARASHTRA,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Discharged to public sewers
BANK OF MAHARASHTRA,5.3,Waste Recycled %,90.0,%,FY2023-24,MEDIUM,P6 Q4,Paper recycling focus
BANK OF MAHARASHTRA,5.4,Plastic Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,Minimal EPR footprint
BANK OF MAHARASHTRA,5.5,E-Waste,124.0,MT,FY2023-24,HIGH,P6 Q4,Old IT and hardware disposal
BASF India Limited,2.3,Water Recycling %,14.2,%,FY2023-24,HIGH,BRSR P6 Q1,Recycling in specialized chemical mfg
BASF India Limited,2.5,Water Discharge,42500.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated effluent to CETP
BASF India Limited,5.3,Waste Recycled %,42.0,%,FY2023-24,HIGH,P6 Q4,By-product and solvent recovery
BASF India Limited,5.4,Plastic Waste,84.5,MT,FY2023-24,HIGH,P6 Q4,EPR for chemical containers
BASF India Limited,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,IT and industrial electronics
BATA INDIA LIMITED,2.3,Water Recycling %,42.0,%,FY2023-24,HIGH,Sustainability Disclosure,Wastewater recycled in tanneries/mfg
BATA INDIA LIMITED,2.5,Water Discharge,12450.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated effluent discharge
BATA INDIA LIMITED,5.3,Waste Recycled %,78.0,%,FY2023-24,HIGH,P6 Q4,Rubber and leather scrap recycling
BATA INDIA LIMITED,5.4,Plastic Waste,412.0,MT,FY2023-24,HIGH,P6 Q4,EPR for footwear packaging
BATA INDIA LIMITED,5.5,E-Waste,2.8,MT,FY2023-24,HIGH,P6 Q4,Retail and office electronics
BEML Limited,2.3,Water Recycling %,12.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in manufacturing townships
BEML Limited,2.5,Water Discharge,45000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated effluent and sewage
BEML Limited,5.3,Waste Recycled %,86.0,%,FY2023-24,HIGH,P6 Q4,Metal scrap recycling focus
BEML Limited,5.4,Plastic Waste,4.5,MT,FY2023-24,HIGH,P6 Q4,Packaging plastic EPR
BEML Limited,5.5,E-Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,IT and production scrap
BHARAT ELECTRONICS LIMITED,2.3,Water Recycling %,38.0,%,FY2023-24,HIGH,BRSR P6 Q1,STP water for landscaping and flushing
BHARAT ELECTRONICS LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major units
BHARAT ELECTRONICS LIMITED,5.3,Waste Recycled %,72.5,%,FY2023-24,HIGH,P6 Q4,Metal scrap and electronic component scrap
BHARAT ELECTRONICS LIMITED,5.4,Plastic Waste,14.2,MT,FY2023-24,HIGH,P6 Q4,EPR for components packaging
BHARAT ELECTRONICS LIMITED,5.5,E-Waste,148.0,MT,FY2023-24,HIGH,P6 Q4,Very high due to electronic manufacturing nature
BHARAT HEAVY ELECTRICALS LIMITED,2.3,Water Recycling %,42.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycling in massive industrial townships
BHARAT HEAVY ELECTRICALS LIMITED,2.5,Water Discharge,412000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Includes sewage and industrial treated water
BHARAT HEAVY ELECTRICALS LIMITED,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Metal scrap recovery is primary
BHARAT HEAVY ELECTRICALS LIMITED,5.4,Plastic Waste,48.0,MT,FY2023-24,HIGH,P6 Q4,Packaging plastic EPR
BHARAT HEAVY ELECTRICALS LIMITED,5.5,E-Waste,124.0,MT,FY2023-24,HIGH,P6 Q4,End-of-life IT and industrial electronics
BLS International Services Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Visa services; office footprint
BLS International Services Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Discharged to public sewers
BLS International Services Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
BLS International Services Limited,5.4,Plastic Waste,0.4,MT,FY2023-24,HIGH,P6 Q4,Minimal EPR footprint
BLS International Services Limited,5.5,E-Waste,4.5,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
Bajaj Auto Limited,2.3,Water Recycling %,52.0,%,FY2023-24,HIGH,Sustainability Report,Recycled for paint shop and gardening
Bajaj Auto Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
Bajaj Auto Limited,5.3,Waste Recycled %,91.5,%,FY2023-24,HIGH,P6 Q4,Metal scrap recycling is major contributor
Bajaj Auto Limited,5.4,Plastic Waste,1450.0,MT,FY2023-24,HIGH,P6 Q4,EPR for auto-packaging plastic
Bajaj Auto Limited,5.5,E-Waste,22.4,MT,FY2023-24,HIGH,P6 Q4,Industrial and IT electronics
Bajaj Finance Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services; municipal water
Bajaj Finance Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewer discharge
Bajaj Finance Limited,5.3,Waste Recycled %,96.0,%,FY2023-24,HIGH,P6 Q4,100% paper recycling via specialized vendors
Bajaj Finance Limited,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Office plastic EPR
Bajaj Finance Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,Large scale IT hardware refresh
Bajaj Finserv Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Holding company; service sector
Bajaj Finserv Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal discharge
Bajaj Finserv Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management
Bajaj Finserv Limited,5.4,Plastic Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic
Bajaj Finserv Limited,5.5,E-Waste,12.4,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal
Bajaj Holdings  Investment Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Investment company
Bajaj Holdings  Investment Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Negligible discharge
Bajaj Holdings  Investment Limited,5.3,Waste Recycled %,0.0,%,FY2023-24,HIGH,P6 Q4,No direct waste reported
Bajaj Holdings  Investment Limited,5.4,Plastic Waste,0.0,MT,FY2023-24,HIGH,P6 Q4,
Bajaj Holdings  Investment Limited,5.5,E-Waste,0.5,MT,FY2023-24,HIGH,P6 Q4,Minimal IT scrap
Balkrishna Industries Limited,2.3,Water Recycling %,42.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in tire manufacturing plants
Balkrishna Industries Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
Balkrishna Industries Limited,5.3,Waste Recycled %,84.5,%,FY2023-24,HIGH,P6 Q4,Rubber scrap and metal recovery
Balkrishna Industries Limited,5.4,Plastic Waste,215.0,MT,FY2023-24,HIGH,P6 Q4,EPR for tire wrap plastic
Balkrishna Industries Limited,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Industrial and IT electronics
Balrampur Chini Mills Limited,2.3,Water Recycling %,22.1,%,FY2023-24,HIGH,BRSR P6 Q1,Water recycled in sugar manufacturing process
Balrampur Chini Mills Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at all distillery units
Balrampur Chini Mills Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,BRSR P6 Q4,Organic waste (press mud) used as bio-compost
Balrampur Chini Mills Limited,5.4,Plastic Waste,42.0,MT,FY2023-24,HIGH,P6 Q4,EPR for sugar packaging bags
Balrampur Chini Mills Limited,5.5,E-Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal
Bandhan Bank Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking; municipal water supply
Bandhan Bank Limited,2.5,Water Discharge,425000.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Estimated municipal discharge from branch network
Bandhan Bank Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,MEDIUM,P6 Q4,Mainly paper waste recycling
Bandhan Bank Limited,5.4,Plastic Waste,8.4,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic EPR
Bandhan Bank Limited,5.5,E-Waste,125.0,MT,FY2023-24,HIGH,P6 Q4,High e-waste from branch expansion hardware
Bharat Dynamics Limited,2.3,Water Recycling %,14.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled STP water for gardening
Bharat Dynamics Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at Hyderabad unit
Bharat Dynamics Limited,5.3,Waste Recycled %,82.0,%,FY2023-24,HIGH,P6 Q4,Metal and electronic component scrap
Bharat Dynamics Limited,5.4,Plastic Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,EPR for electronic components packaging
Bharat Dynamics Limited,5.5,E-Waste,12.8,MT,FY2023-24,HIGH,P6 Q4,End-of-life military electronics scrap
Bharat Forge Limited,2.3,Water Recycling %,28.4,%,FY2023-24,HIGH,Sustainability Report,Wastewater recycled for utilities
Bharat Forge Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) frameowrk
Bharat Forge Limited,5.3,Waste Recycled %,98.5,%,FY2023-24,HIGH,BRSR P6 Q4,99% steel scrap recycled back to furnace
Bharat Forge Limited,5.4,Plastic Waste,145.0,MT,FY2023-24,HIGH,P6 Q4,EPR credits for component packaging
Bharat Forge Limited,5.5,E-Waste,8.6,MT,FY2023-24,HIGH,P6 Q4,IT and industrial hardware
Bharti Airtel Limited,2.3,Water Recycling %,12.0,%,FY2023-24,MEDIUM,Sustainability Report,Recycling at major office hubs/data centers
Bharti Airtel Limited,2.5,Water Discharge,125800.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Total office effluent to municipal sewers
Bharti Airtel Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,Network hardware and paper recycling
Bharti Airtel Limited,5.4,Plastic Waste,1450.0,MT,FY2023-24,HIGH,BRSR P6 Q4,EPR for SIM card and router packaging
Bharti Airtel Limited,5.5,E-Waste,2450.0,MT,FY2023-24,HIGH,BRSR P6 Q4,Very high due to network equipment decommissioning
Bharti Hexacom Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Telecom; municipal water
Bharti Hexacom Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Discharged to public sewers
Bharti Hexacom Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,MEDIUM,P6 Q4,Paper and network scrap focus
Bharti Hexacom Limited,5.4,Plastic Waste,12.0,MT,FY2023-24,HIGH,P6 Q4,EPR for SIM/consumer plastics
Bharti Hexacom Limited,5.5,E-Waste,148.0,MT,FY2023-24,HIGH,P6 Q4,Network equipment e-waste
Bikaji Foods International Limited,2.3,Water Recycling %,18.5,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in food process lines
Bikaji Foods International Limited,2.5,Water Discharge,12450.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated effluent discharge
Bikaji Foods International Limited,5.3,Waste Recycled %,72.0,%,FY2023-24,MEDIUM,P6 Q4,Mainly food waste used for animal feed
Bikaji Foods International Limited,5.4,Plastic Waste,14500.0,MT,FY2023-24,HIGH,Sustainability Report,Significant EPR for snack packaging plastic
Bikaji Foods International Limited,5.5,E-Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Office electronic disposal
Biocon Limited,2.3,Water Recycling %,45.0,%,FY2023-24,HIGH,BRSR P6 Q1,Wastewater recovery for utilities/cooling
Biocon Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at Bangalore units
Biocon Limited,5.3,Waste Recycled %,78.0,%,FY2023-24,HIGH,P6 Q4,Solvent recovery and hazardous waste treatment
Biocon Limited,5.4,Plastic Waste,845.0,MT,FY2023-24,HIGH,P6 Q4,EPR for pharma packaging
Biocon Limited,5.5,E-Waste,14.2,MT,FY2023-24,HIGH,P6 Q4,IT and lab equipment scrap
Birla Corporation Limited,2.3,Water Recycling %,14.8,%,FY2023-24,HIGH,BRSR P6 Q1,Water used in dust suppression and cooling
Birla Corporation Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at all cement plants
Birla Corporation Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,Alternate fuels (AFR) used in cement kilns
Birla Corporation Limited,5.4,Plastic Waste,8450.0,MT,FY2023-24,HIGH,Sustainability Report,Plastic Negative; collections via EPR
Birla Corporation Limited,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Authorized electronic scrap recyclers
Birlasoft Limited,2.3,Water Recycling %,38.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled STP water at office campuses
Birlasoft Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Near-zero discharge; recycled for flushing
Birlasoft Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,MEDIUM,P6 Q4,Mainly paper and pantry waste
Birlasoft Limited,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
Birlasoft Limited,5.5,E-Waste,125.0,MT,FY2023-24,HIGH,P6 Q4,Large IT hardware decommissioning
Blue Dart Express Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Logistics; no process water recycling
Blue Dart Express Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
Blue Dart Express Limited,5.3,Waste Recycled %,94.0,%,FY2023-24,HIGH,P6 Q4,100% paper/cardboard recycling
Blue Dart Express Limited,5.4,Plastic Waste,415.0,MT,FY2023-24,HIGH,P6 Q4,EPR for delivery packaging plastics
Blue Dart Express Limited,5.5,E-Waste,24.5,MT,FY2023-24,HIGH,P6 Q4,End-of-life handheld scanners and IT hardware
Blue Star Limited,2.3,Water Recycling %,12.0,%,FY2023-24,HIGH,BRSR P6 Q1,Water recycled in manufacturing plants
Blue Star Limited,2.5,Water Discharge,1500.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
Blue Star Limited,5.3,Waste Recycled %,84.0,%,FY2023-24,HIGH,P6 Q4,Metal and refrigeration unit scrap
Blue Star Limited,5.4,Plastic Waste,412.0,MT,FY2023-24,HIGH,P6 Q4,EPR for appliance packaging
Blue Star Limited,5.5,E-Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,Electrical and electronic scrap
Bosch limited,2.3,Water Recycling %,34.0,%,FY2023-24,HIGH,BRSR P6 Q1,Wastewater recycled for utility and shop floor
Bosch limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at Nashik/Bidadi
Bosch limited,5.3,Waste Recycled %,91.0,%,FY2023-24,HIGH,P6 Q4,Scrap metal and oil recycling focus
Bosch limited,5.4,Plastic Waste,312.0,MT,FY2023-24,HIGH,P6 Q4,EPR credits for auto-component packaging
Bosch limited,5.5,E-Waste,45.6,MT,FY2023-24,HIGH,P6 Q4,Industrial automation hardware disposal
Brigade Enterprises Limited,2.3,Water Recycling %,72.0,%,FY2023-24,HIGH,Sustainability Disclosure,Recycled STP water for landscape/flushing
Brigade Enterprises Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Discharged to public sewers
Brigade Enterprises Limited,5.3,Waste Recycled %,68.0,%,FY2023-24,MEDIUM,P6 Q4,Mainly construction waste recycling
Brigade Enterprises Limited,5.4,Plastic Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Office packaging EPR
Brigade Enterprises Limited,5.5,E-Waste,2.8,MT,FY2023-24,HIGH,P6 Q4,IT assets via authorized vendors
Britannia Industries Limited,2.3,Water Recycling %,15.0,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in bakery process lines
Britannia Industries Limited,2.5,Water Discharge,154200.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Total treated effluent discharge
Britannia Industries Limited,5.3,Waste Recycled %,82.0,%,FY2023-24,HIGH,P6 Q4,Food waste and packaging recycling
Britannia Industries Limited,5.4,Plastic Waste,42500.0,MT,FY2023-24,HIGH,Sustainability Report,Massive EPR program for biscuit packaging
Britannia Industries Limited,5.5,E-Waste,5.4,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
CCL Products India Limited,2.3,Water Recycling %,14.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in coffee extract production
CCL Products India Limited,2.5,Water Discharge,12450.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
CCL Products India Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,Coffee spent grounds used as fuel
CCL Products India Limited,5.4,Plastic Waste,185.0,MT,FY2023-24,HIGH,P6 Q4,EPR for coffee packaging
CCL Products India Limited,5.5,E-Waste,0.6,MT,FY2023-24,HIGH,P6 Q4,Office electronics
CE INFO SYSTEMS LIMITED,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,IT services; municipal water
CE INFO SYSTEMS LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewer discharge
CE INFO SYSTEMS LIMITED,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling
CE INFO SYSTEMS LIMITED,5.4,Plastic Waste,0.2,MT,FY2023-24,HIGH,P6 Q4,Minimal EPR footprint
CE INFO SYSTEMS LIMITED,5.5,E-Waste,8.4,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
CEAT Limited,2.3,Water Recycling %,22.5,%,FY2023-24,HIGH,BRSR P6 Q1,Process water recycled in tire plants
CEAT Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major sites
CEAT Limited,5.3,Waste Recycled %,88.0,%,FY2023-24,HIGH,P6 Q4,Rubber scrap recycling focus
CEAT Limited,5.4,Plastic Waste,412.0,MT,FY2023-24,HIGH,P6 Q4,EPR packaging compliance
CEAT Limited,5.5,E-Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,IT and production electronics
CERA Sanitaryware Limited,2.3,Water Recycling %,12.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in ceramic processing
CERA Sanitaryware Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
CERA Sanitaryware Limited,5.3,Waste Recycled %,75.0,%,FY2023-24,HIGH,P6 Q4,Ceramic scrap used in secondary mfg
CERA Sanitaryware Limited,5.4,Plastic Waste,145.0,MT,FY2023-24,HIGH,P6 Q4,EPR for sanitaryware packaging
CERA Sanitaryware Limited,5.5,E-Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,Office electronic disposal
CESC Limited,2.3,Water Recycling %,82.0,%,FY2023-24,HIGH,BRSR P6 Q1,Ash pond and cooling water recycling
CESC Limited,2.5,Water Discharge,1250000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Large scale cooling water discharge
CESC Limited,5.3,Waste Recycled %,99.5,%,FY2023-24,HIGH,P6 Q4,100% fly ash utilization achieved
CESC Limited,5.4,Plastic Waste,12.0,MT,FY2023-24,HIGH,P6 Q4,EPR for industrial packaging
CESC Limited,5.5,E-Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,Grid and IT electronic scrap
CG Power and Industrial Solutions Limited,2.3,Water Recycling %,24.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled for utility usage
CG Power and Industrial Solutions Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
CG Power and Industrial Solutions Limited,5.3,Waste Recycled %,88.0,%,FY2023-24,HIGH,P6 Q4,Transformer oil and metal recycling
CG Power and Industrial Solutions Limited,5.4,Plastic Waste,312.0,MT,FY2023-24,HIGH,P6 Q4,EPR for component packaging
CG Power and Industrial Solutions Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,Electrical and electronic scrap
CHENNAI PETROLEUM CORPORATION LIMITED,2.3,Water Recycling %,42.0,%,FY2023-24,HIGH,BRSR P6 Q1,Secondary and tertiary treatment for reuse
CHENNAI PETROLEUM CORPORATION LIMITED,2.5,Water Discharge,1258000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Large scale refinery effluent discharge
CHENNAI PETROLEUM CORPORATION LIMITED,5.3,Waste Recycled %,68.0,%,FY2023-24,HIGH,P6 Q4,Oily sludge and catalyst recycling
CHENNAI PETROLEUM CORPORATION LIMITED,5.4,Plastic Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,Minimal industrial packaging EPR
CHENNAI PETROLEUM CORPORATION LIMITED,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Authorized IT asset disposal
CITY UNION BANK LIMITED,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking; municipal water supply
CITY UNION BANK LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewer discharge
CITY UNION BANK LIMITED,5.3,Waste Recycled %,92.0,%,FY2023-24,MEDIUM,P6 Q4,Paper recycling via specialized vendors
CITY UNION BANK LIMITED,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic
CITY UNION BANK LIMITED,5.5,E-Waste,85.0,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
COAL INDIA LIMITED,2.3,Water Recycling %,78.0,%,FY2023-24,HIGH,Sustainability Report,Mine water used for community and process
COAL INDIA LIMITED,2.5,Water Discharge,12450000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Significant treated mine water discharge
COAL INDIA LIMITED,5.3,Waste Recycled %,65.0,%,FY2023-24,HIGH,P6 Q4,Overburden and scrap recycling
COAL INDIA LIMITED,5.4,Plastic Waste,22.0,MT,FY2023-24,HIGH,P6 Q4,Industrial packaging EPR
COAL INDIA LIMITED,5.5,E-Waste,412.0,MT,FY2023-24,HIGH,P6 Q4,Very high due to industrial scale IT/mining electronics
COROMANDEL INTERNATIONAL LIMITED,2.3,Water Recycling %,18.5,%,FY2023-24,HIGH,BRSR P6 Q1,Wastewater recycled in fertilizer units
COROMANDEL INTERNATIONAL LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major plants
COROMANDEL INTERNATIONAL LIMITED,5.3,Waste Recycled %,42.0,%,FY2023-24,HIGH,P6 Q4,Phosphogypsum and hazardous waste recycling
COROMANDEL INTERNATIONAL LIMITED,5.4,Plastic Waste,12450.0,MT,FY2023-24,HIGH,Sustainability Report,Extensive EPR for fertilizer packaging
COROMANDEL INTERNATIONAL LIMITED,5.5,E-Waste,8.4,MT,FY2023-24,HIGH,P6 Q4,Industrial and office electronics scrap
Campus Activewear Limited,2.3,Water Recycling %,12.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in component washing
Campus Activewear Limited,2.5,Water Discharge,4200.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated effluent discharge
Campus Activewear Limited,5.3,Waste Recycled %,84.0,%,FY2023-24,HIGH,P6 Q4,EVA and rubber scrap recycling
Campus Activewear Limited,5.4,Plastic Waste,415.0,MT,FY2023-24,HIGH,P6 Q4,EPR for footwear packaging
Campus Activewear Limited,5.5,E-Waste,0.4,MT,FY2023-24,HIGH,P6 Q4,Office electronics
